,댓글
455,누구랑 소통해..?? 나 저사람 첨봤는디..
456,ㅋㅋ 지랄하지마 좀
457,아니... 조용히 살아도 모자란판애... 말도 못하겠다
458,;; @1r1i2m7
459,맞팔조건 19미만이려나?
460,지랄하고 자빠졌네
461,@oxl__loow sibal;;;;;
462,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 잘 웃고 갑니다
463,"단순 미성년자 성폭행이라고 하지말고 앞에 ""데뷔 시켜준다고 꼬드겨서 협박하고""를 붙여주세요."
464,@c_youngwan 돌앗
465,안티팬미팅 함 하믄 되게따
466,팬이 있는 지 모르겠다만 그 팬들 빼문에 정신 못 차리지 싶다😮
467,싫어요는 어떻게 누르지...
468,@yxung_o.o ;;;;
469,팬이 있나요?
470,뭔 소통 ㅇㅈㄹ 반성 할 생각을 해야지 ; 지가 아이돌이여?
471,염병하네
472,@ssi._.0n ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ̄̈ㅋ̄̈ 기사떴누 ㅋㅋㅋㅋㅋㅋ
473,"남은 팬이 있,,,"
474,@castle_wook2 ??????
475,@ekdrmsdldid ㅋㅋㅋㅋㅋ팬이있어?
476,누가 소통하고 싶데?
477,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ웃음밖에 안나오네 ^^
478,@simi_0814 같이 열받자
479,미친 ㅋㅋㅋㅋㅋㅋ 소통 지랄하네
480,개나소나 다 기어나와 ~~~
481,참 죄짓고 살기 좋은나라야 헬조선 클라쓰
482,@nahana153 ???:전자발찌 인증합니다
483,미친거 아냐~~~~???
484,윽 토나왕..
485,걍 조용히살지
486,으이구
487,그냥 그렇게 처박혀서 살아라ㅗ
488,미핀
489,이런 니미럴!!! 미성년자랑무슨 합의된 성폭행이야
490,병신새낀가...
491,문신있네
492,토할것 같아 🤮
493,와...뻔뻔....
494,뭐래 븅신이
495,대한민국은 자유가있음 인스타를하는건 지자유니 인스타를하던 나가죽던 신경끄면됨
496,악플 고소해서 돈 땡기려고?
497,재기해
498,님이 사람이세요 지랄하고있다... 😑😡
499,쓰레 ...
500,다시 들어가겠지~~
501,@p.jeonn ;; ㅂㅅ아니냐;;
502,미성년성폭행범이 대놓고 이럴 엄두를 낸다는게 대단하다. 어이없는 세상
503,이런사람한테도 팬이 있어?
504,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 도란나?
505,인스타만드는건 지 마음이지.... 근데 팬이 있다고????
506,ㅋㅋ
507,무섭다 그런짓하고 죄책감도 없나봐
508,인스타 안해도 잘 사는 사람 많고 많은데 왜 자꼬 세상과 소통하겠다는건지... 이해안감. 모든 범죄자드루다 나와서 신나게 손잡고 소통파티 하겠네.
509,우웩
510,욕도 아깝다
511,팬이 있긴한가😂😂ㅋㅋㅋㅋㅋ
512,촤 하하하
513,ㅆㄹㄱ
514,이런식으로 기어나오면 또 이런쓰레기를 쓰는 방송이 있지!
515,웃어도 되져???!!! 🤣🤣🤣
516,팬이 있어?
517,너 미쳤니
518,소통할 팬이 있긴하냐..ㅅㅂ
519,?팬이있어?
520,미쳤네요.
521,ㅁㅊㄴ
522,무뇌충
523,당신이 마주할 세상과의 소통은 지금까지 직접 하지 못한 우리들의 진심 담긴 비판의 목소리 밖에 없다. 결국 당신이 말한 그 힘든 시간이 당신이 돌아갈 유일한 피난처라는 걸 알아야 된다.
524,들어가라 새꺄
525,이 자식 아직도 정신 못차렸네
526,ㅎㅎㅎ 개콘보다 웃기는 것들이 이렇게도 많았네 캬~~퉤
527,소통 좋아하네. 이나라에서 제발 꺼지기나 해라
528,세상과 더 단절했어야 할거같은데
529,드루가
530,니 팬할꺼면 다른사람 팬하지 -.-
531,후라이펜이랑 소통하게????????????
532,계속 왜 그러고 못살아? 계속 그러고 살아 니 발이려니 하고. 뭔소리여진짜
533,머리속에 뭐가 있는걸까요??? 소시오패스???
534,이런 사람이 팬이있나...?
535,촤하하하하하
536,다시 연예인으로 돌아가기 어려울거야~~일반인으로 평범하게 살기를 바란다~~룰라의 고영욱이는 추억으로만 간직할게~~
537,ㄷㄷ;;; 면상에 무쇠철판을 깔았나;
538,@kim_pol_
539,@___jubong___ 내가 뭘 잘못 보고있는건가
540,@dbsgydms ㅋㅋ? 성범죄자가 왜 기어나오냐
541,지랄꼴깝떨고있다진짜🤬🤬🤬
542,인스타 만든 의도가 딱 보이네 어휴
543,@k_yeongeun @jihee871220 제목ㅋㅋㅋㅋ기자도어이없는듯ㅋㅋㅋㅋㅋㅋ
544,촤하하
545,미쳤네..
546,개콘이 망한이유
547,개뻔뻔 쥐죽은듯 살아라
548,소통하지마 조두순이랑 같이 평생 사회에서 격리된채로 살았으면 좋겠다 제발
549,@laeh1201 ...?
550,욕 한사발 박아줄라고 봤더만 사진두장 무플 ㅋ 그래 그게더무서운거지 ㅋ
551,ㅆㄹㄱ는 쓰레기통에
552,이게 뭔 개쌉소리야
553,미친놈 왜 기어나옴?? 그냥 제발 혼자 썩어
554,꺼져 쓰발~
555,아직정신못차리낫
556,넌 소통 난 고통;
557,지랄
558,에바
559,엥 혼자 떠들겠네??;;
560,개빡쳐 진짜 @u_seunghee
561,@gardenmo_on sibalnom
562,ㅋㅋㅋ근데 문신은 보여주려고 소매 올렸는데 발찌는 안보여주냥
563,병신인가
564,나라에서 썩으라고 넣어놨으면 그냥 썩어라 아 존나 꼴뵈기 싫으네
565,피해자 생각은 안하나..
566,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
567,역시 이렇게 미친놈들은 뻔뻔하게도 잘사는데..
568,사람은 안변하고 고쳐쓰는거 아님 이거슨 진리!!!
569,낯짝도 두껍지
570,@seonnwooo ㅁㅊ ㅡㅡ
571,@yurak__a 어떤소통?👀
572,전자발찌를 머리에 했어야.... 개념...참... 나이제 알아 혼자된 기분을.... 으휴
573,다시 들어가...
574,@b_dare_yu 엥
575,제발 짜져있어
576,@h_ddo26
577,븅~~~~~신 엄마랑 소통해라
578,여기도 거세필요한 사람있네..조두순이랑 한방써라
579,니 말고는 고통이다~
580,염병도 풍년이다 멍멍!
581,김학래 사진 올렸습니다.
582,👍
583,팬이 있긴있어요?
584,사람 꼬시려고 만든것 같다
585,야~ 진짜 가지가지 한다💩💩💩💩
586,눈팅할라고ㅋ
587,그냥 조용히 니 세상에서 살아라 쥐죽은듯이 또 소통해서 그짓 할라고?
588,나라꼴 잘 돌아간다
589,팬이 있다고?
590,주접싸고있네 촤하하
591,@jwooy_319 #전자발찌의길
592,그래 안티들이랑 소통 한 번 해보자
593,녜..??
594,팬이 있어??
595,팬?
596,@jbofalbum 🤬
597,벌 받앗어도 사람답게 살면안되지
598,👍
599,😡
600,@s1n_w0n 살아있었넹
601,@su_0979 진짜도라이아님?
602,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
603,지버릇 개주나? 소통 하면서 또 미성년자 있으면 꼬실려 하나?
604,소식 접하는것도 역겨우니까 꺼져라 그냥
605,소통을 잘 모르시네
606,제발 죽어
607,인스타 ㅋㅋㅋㅋ.. 삽질..ㅍㅎㅎㅎ😅
608,🤮🤮🤮🤮🤮
609,소통같은 소리하네... 두더지잡기하냐... 그만 좀 나와라 ㅠㅠㅠㅠㅠ
610,사람새긴가
611,@seung_jeong_hwang 소통하다또소동나겄제?
612,@gyunagram
613,으~~~~싫어
614,연예인이뭐있어?!..잘못하면..그냥일반인보다도..못사는거야..그러니그런짓을말았어야지..소통?!..소통이맞아?!..또다시..피해자물색..이목적아니구?!..룰라때도..그닥..인기있는멤버도아니였으면서..뭔소통이야?!..X소리집어치우세요!!
615,소통 시도하다가 고통받을 생각인가ㅋㅋ
616,주빵소통 하자 형👍
617,팬이 있기는 해? 전자발찌 동호회가 아니라?
618,꼼짝 말고 개나 키우고 살아라
619,고씨를 국회로 보내자
620,역시 성폭행은 재범률이 높다는게 전혀 반성이나 본인이 무슨행동을했느지를 모르는구나
621,촤하하
622,쥐죽은듯이숨만쉬셔 개소리
623,팬이있을려나?
624,팬이 있구나...
625,이근대위도 울고 갈 멘탈ㅋㅋㅋㅋㅋㅋㅋㅋ
626,미친놈 ㅋㅋ
627,나 이근대위인 줄 알았어..
628,촤하하하하핳
629,아이고 인간아... 작작 좀 하세요 제발...
630,조두순이랑 소통해라
631,뭐야 저건
632,소통해서 보도방 차릴라구 이 스키야 ㅡㅡ
633,살아있는 한 이렇게 살 수 없다하시면 .. 그 방법 추천 드릴게요😇
634,저런사람이랑 소통하고싶지않는데 뭔개소리 하는지
635,뭔소통을 한다는거지? 전자발찌 낀사람들끼리 소통인가 ? 착용감에 대해 ? 도랏 ㅜㅜ
636,꺼져라
637,굳
638,"@oo.e.t 진짜 징하다,,, 구치?"
639,발찌를 차봐 차봐 차봐 오 이렇게 많은 경찰들이 내게 발찌채우려 할때 내가 싫고
640,맨탈이 강하네
641,@yoonhhhhhhhh 가지가지..
642,흠.. 당신의 뇌는 주름이 없군요
643,???소통 ㅋㅋㅋㅋ
644,뛰어내리는걸 강력추천👍
645,걍 찌그러져 있어~
646,@thisthatit 컥
647,@ntwinkle1623 방송나오고싶은가봐 ㅋㅋㅋㅋ 전자발찌 심심한가
648,팬이 있다고??
649,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ으앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ전자발찌
650,@go_woonii ㅋㅋ무슨양심..
651,@xxzminx ㅋㅋㅋㅋㅋ
