,fpr_array,tpr_array,threshold_array
0,0.0,0.0,1.9999967813491821
1,0.0,2.6227444397817876e-05,0.9999967813491821
2,0.0,0.0002360469995803609,0.9999903440475464
3,0.0,0.0007868233319345363,0.9999899864196777
4,0.0,0.0008917331095258078,0.9999886751174927
5,0.0,0.0012326898866974402,0.9999885559082031
6,0.0,0.0013375996642887118,0.9999867677688599
7,0.0,0.0013900545530843474,0.9999850988388062
8,0.0,0.0014425094418799831,0.9999837875366211
9,0.0,0.0018096936634494334,0.999983549118042
10,0.0,0.0018359211078472514,0.9999834299087524
11,0.0,0.0018883759966428872,0.9999827146530151
12,0.0,0.0020719681074276124,0.9999778270721436
13,0.0,0.002124422996223248,0.9999769926071167
14,0.0,0.002517834662190516,0.9999756813049316
15,0.0,0.0025440621065883342,0.9999755620956421
16,0.0,0.00259651699538397,0.9999752044677734
17,0.0,0.002727654217373059,0.9999724626541138
18,0.0,0.0031735207721359632,0.999971866607666
19,0.0,0.003435795216114142,0.9999681711196899
20,0.0,0.0034882501049097775,0.9999678134918213
21,0.0,0.0035407049937054135,0.9999673366546631
22,0.0,0.003593159882501049,0.9999672174453735
23,0.0,0.0036456147712966847,0.9999667406082153
24,0.0,0.00419639110365086,0.9999666213989258
25,0.0,0.0043013008812421314,0.9999654293060303
26,0.0,0.004720939991607218,0.9999649524688721
27,0.0,0.004773394880402853,0.9999639987945557
28,0.0,0.00506189676877885,0.9999638795852661
29,0.0,0.005114351657574486,0.9999635219573975
30,0.0,0.005848720100713386,0.9999618530273438
31,0.0,0.00592740243390684,0.9999610185623169
32,0.0,0.0063470415442719265,0.9999608993530273
33,0.0,0.006399496433067562,0.99996018409729
34,0.0,0.0069240453210239195,0.9999597072601318
35,0.0,0.007002727654217373,0.9999581575393677
36,0.0,0.007422366764582459,0.9999580383300781
37,0.0,0.007474821653378095,0.9999573230743408
38,0.0,0.007553503986571549,0.9999568462371826
39,0.0,0.0076059588753671845,0.9999563694000244
40,0.0,0.008078052874527905,0.9999561309814453
41,0.0,0.008104280318925725,0.9999558925628662
42,0.0,0.00815673520772136,0.9999556541442871
43,0.0,0.008209190096516996,0.9999552965164185
44,0.0,0.008445237096097357,0.9999551773071289
45,0.0,0.009048468317247168,0.9999545812606812
46,0.0,0.009100923206042803,0.9999544620513916
47,0.0,0.00925828787242971,0.9999526739120483
48,0.0,0.009782836760386068,0.9999525547027588
49,0.0,0.009887746537977339,0.9999514818191528
50,0.0,0.011277801091061686,0.9999508857727051
51,0.0,0.011330255979857323,0.9999505281448364
52,0.0,0.011408938313050777,0.9999501705169678
53,0.0,0.011461393201846411,0.9999493360519409
54,0.0,0.012195761644985313,0.9999492168426514
55,0.0,0.012248216533780948,0.9999486207962036
56,0.0,0.012405581200167855,0.9999476671218872
57,0.0,0.012615400755350399,0.9999457597732544
58,0.0,0.012825220310532941,0.9999455213546753
59,0.0,0.012877675199328578,0.999944806098938
60,0.0,0.013271086865295845,0.9999433755874634
61,0.0,0.013323541754091481,0.9999431371688843
62,0.0,0.013848090642047839,0.9999428987503052
63,0.0,0.013874318086445656,0.999942421913147
64,0.0,0.014425094418799833,0.9999421834945679
65,0.0,0.014503776751993287,0.9999415874481201
66,0.0,0.014556231640788921,0.9999412298202515
67,0.0,0.015290600083927823,0.9999408721923828
68,0.0,0.015395509861519094,0.9999397993087769
69,0.0,0.015474192194712548,0.9999396800994873
70,0.0,0.015552874527906001,0.99993896484375
71,0.0,0.015841376416281996,0.9999386072158813
72,0.0,0.01594628619387327,0.9999371767044067
73,0.0,0.01641838019303399,0.9999363422393799
74,0.0,0.016470835081829626,0.9999361038208008
75,0.0,0.016759336970205624,0.9999351501464844
76,0.0,0.01678556441460344,0.9999350309371948
77,0.0,0.016838019303399076,0.9999349117279053
78,0.0,0.016995383969785983,0.9999336004257202
79,0.0,0.017100293747377256,0.999933123588562
80,0.0,0.01728388585816198,0.9999325275421143
81,0.0,0.017362568191355433,0.9999314546585083
82,0.0,0.01780843474611834,0.999930739402771
83,0.0,0.017860889634913973,0.9999306201934814
84,0.0,0.01788711707931179,0.9999303817749023
85,0.0,0.01793957196810743,0.9999300241470337
86,0.0,0.017992026856903064,0.9999285936355591
87,0.0,0.01817561896768779,0.99992835521698
88,0.0,0.018490348300461604,0.999922513961792
89,0.0,0.018569030633655056,0.9999223947525024
90,0.0,0.018621485522450694,0.9999209642410278
91,0.0,0.018778850188837598,0.9999208450317383
92,0.0,0.019277171632396138,0.9999206066131592
93,0.0,0.019303399076793955,0.9999203681945801
94,0.0,0.020168904741921945,0.9999195337295532
95,0.0,0.020667226185480485,0.9999194145202637
96,0.0,0.020719681074276124,0.9999182224273682
97,0.0,0.02111309274024339,0.9999179840087891
98,0.0,0.021165547629039026,0.9999178647994995
99,0.0,0.021191775073436843,0.9999173879623413
100,0.0,0.02124422996223248,0.9999171495437622
101,0.0,0.021375367184221568,0.9999151229858398
102,0.0,0.02148027696181284,0.9999147653579712
103,0.0,0.021532731850608475,0.9999129772186279
104,0.0,0.021585186739404114,0.9999126195907593
105,0.0,0.02163764162819975,0.9999121427536011
106,0.0,0.02197859840537138,0.9999115467071533
107,0.0,0.022031053294167015,0.9999111890792847
108,0.0,0.02213596307175829,0.9999094009399414
109,0.0,0.022188417960553923,0.9999090433120728
110,0.0,0.02234578262694083,0.9999065399169922
111,0.0,0.02271296684851028,0.9999064207077026
112,0.0,0.022739194292908098,0.9999045133590698
113,0.0,0.022949013848090644,0.9999041557312012
114,0.0,0.023053923625681913,0.9999020099639893
115,0.0,0.023289970625262276,0.9999018907546997
116,0.0,0.02344733529164918,0.9998993873596191
117,0.0,0.023971884179605538,0.9998989105224609
118,0.0,0.024129248845992445,0.9998966455459595
119,0.0,0.024653797733948803,0.9998964071273804
120,0.0,0.024680025178346623,0.9998960494995117
121,0.0,0.024732480067142258,0.9998949766159058
122,0.0,0.024784934955937893,0.9998946189880371
123,0.0,0.025597985732270248,0.9998944997787476
124,0.0,0.025650440621065883,0.9998941421508789
125,0.0,0.025755350398657156,0.9998931884765625
126,0.0,0.025860260176248425,0.999891996383667
127,1.3039339687838208e-05,0.025860260176248425,0.9998916387557983
128,1.3039339687838208e-05,0.025965169953839698,0.9998902082443237
129,1.3039339687838208e-05,0.026017624842635333,0.9998894929885864
130,1.3039339687838208e-05,0.026647083508182963,0.9998884201049805
131,1.3039339687838208e-05,0.026699538396978598,0.9998879432678223
132,1.3039339687838208e-05,0.026751993285774236,0.999887228012085
133,1.3039339687838208e-05,0.026778220730172053,0.9998867511749268
134,1.3039339687838208e-05,0.026830675618967688,0.9998862743377686
135,1.3039339687838208e-05,0.026856903063365505,0.9998859167098999
136,1.3039339687838208e-05,0.02690935795216114,0.9998856782913208
137,1.3039339687838208e-05,0.02693558539655896,0.9998855590820312
138,1.3039339687838208e-05,0.02730276961812841,0.9998853206634521
139,1.3039339687838208e-05,0.027355224506924045,0.999885082244873
140,1.3039339687838208e-05,0.02740767939571968,0.999884843826294
141,1.3039339687838208e-05,0.027565044062106588,0.9998840093612671
142,1.3039339687838208e-05,0.027617498950902226,0.999882698059082
143,1.3039339687838208e-05,0.028587914393621485,0.9998824596405029
144,1.3039339687838208e-05,0.02903378094838439,0.9998821020126343
145,1.3039339687838208e-05,0.029794376835921108,0.9998815059661865
146,1.3039339687838208e-05,0.029820604280318925,0.999881386756897
147,1.3039339687838208e-05,0.030030423835501467,0.9998807907104492
148,1.3039339687838208e-05,0.030056651279899288,0.999880313873291
149,1.3039339687838208e-05,0.030712337389844732,0.9998797178268433
150,1.3039339687838208e-05,0.030817247167436005,0.9998770952224731
151,1.3039339687838208e-05,0.03123688627780109,0.9998763799667358
152,1.3039339687838208e-05,0.03155161561057491,0.9998762607574463
153,1.3039339687838208e-05,0.03163029794376836,0.9998749494552612
154,1.3039339687838208e-05,0.03168275283256399,0.9998747110366821
155,1.3039339687838208e-05,0.03254825849769198,0.9998737573623657
156,1.3039339687838208e-05,0.03260071338648762,0.999873161315918
157,1.3039339687838208e-05,0.03262694083088544,0.9998723268508911
158,1.3039339687838208e-05,0.03273185060847671,0.9998719692230225
159,1.3039339687838208e-05,0.03281053294167016,0.9998712539672852
160,1.3039339687838208e-05,0.0328629878304658,0.9998706579208374
161,1.3039339687838208e-05,0.03338753671842216,0.9998704195022583
162,1.3039339687838208e-05,0.03343999160721779,0.9998701810836792
163,1.3039339687838208e-05,0.03412190516156106,0.9998700618743896
164,1.3039339687838208e-05,0.03472513638271087,0.999869704246521
165,1.3039339687838208e-05,0.03522345782626941,0.9998695850372314
166,1.3039339687838208e-05,0.03538082249265632,0.9998672008514404
167,1.3039339687838208e-05,0.03553818715904322,0.9998670816421509
168,1.3039339687838208e-05,0.03561686949223668,0.9998657703399658
169,1.3039339687838208e-05,0.03593159882501049,0.9998655319213867
170,1.3039339687838208e-05,0.03614141838019303,0.9998618364334106
171,1.3039339687838208e-05,0.03619387326898867,0.999861478805542
172,1.3039339687838208e-05,0.03624632815778431,0.999860405921936
173,1.3039339687838208e-05,0.0365348300461603,0.9998589754104614
174,1.3039339687838208e-05,0.03661351237935376,0.9998569488525391
175,1.3039339687838208e-05,0.03666596726814939,0.9998568296432495
176,1.3039339687838208e-05,0.03674464960134285,0.9998550415039062
177,1.3039339687838208e-05,0.03690201426772975,0.999854326248169
178,1.3039339687838208e-05,0.03703315148971884,0.9998528957366943
179,1.3039339687838208e-05,0.03708560637851448,0.9998527765274048
180,1.3039339687838208e-05,0.0372691984892992,0.9998486042022705
181,1.3039339687838208e-05,0.03747901804448175,0.999848484992981
182,1.3039339687838208e-05,0.03787242971044901,0.9998477697372437
183,1.3039339687838208e-05,0.03789865715484683,0.9998471736907959
184,1.3039339687838208e-05,0.03795111204364247,0.9998468160629272
185,1.3039339687838208e-05,0.03831829626521192,0.9998466968536377
186,1.3039339687838208e-05,0.038423206042803186,0.999845027923584
187,1.3039339687838208e-05,0.03907889215274864,0.9998443126678467
188,1.3039339687838208e-05,0.03923625681913554,0.9998409748077393
189,1.3039339687838208e-05,0.039314939152329,0.999840497970581
190,1.3039339687838208e-05,0.039419848929920266,0.99983811378479
191,1.3039339687838208e-05,0.03970835081829627,0.9998379945755005
192,1.3039339687838208e-05,0.0397608057070919,0.9998378753662109
193,1.3039339687838208e-05,0.04060008392782207,0.9998376369476318
194,1.3039339687838208e-05,0.04096726814939152,0.9998375177383423
195,1.3039339687838208e-05,0.04099349559378934,0.9998371601104736
196,1.3039339687838208e-05,0.04191145614771297,0.999836802482605
197,1.3039339687838208e-05,0.04193768359211079,0.9998366832733154
198,1.3039339687838208e-05,0.042016365925304236,0.9998360872268677
199,1.3039339687838208e-05,0.04240977759127151,0.999835729598999
200,1.3039339687838208e-05,0.04248845992446496,0.9998350143432617
201,2.6078679375676416e-05,0.042514687368862776,0.9998348951339722
202,2.6078679375676416e-05,0.042750734368443136,0.9998314380645752
203,2.6078679375676416e-05,0.04303923625681914,0.9998304843902588
204,2.6078679375676416e-05,0.04319660092320604,0.9998300075531006
205,2.6078679375676416e-05,0.04382605958875367,0.999829888343811
206,2.6078679375676416e-05,0.04466533780948384,0.9998294115066528
207,2.6078679375676416e-05,0.04471779269827948,0.9998291730880737
208,2.6078679375676416e-05,0.04479647503147293,0.9998290538787842
209,2.6078679375676416e-05,0.04495383969785984,0.9998257756233215
210,2.6078679375676416e-05,0.045347251363827105,0.999825656414032
211,2.6078679375676416e-05,0.045504616030214017,0.9998236298561096
212,2.6078679375676416e-05,0.04566198069660092,0.9998235106468201
213,2.6078679375676416e-05,0.0457668904741922,0.999822199344635
214,2.6078679375676416e-05,0.04626521191775074,0.9998217225074768
215,2.6078679375676416e-05,0.046343894250944186,0.9998199343681335
216,2.6078679375676416e-05,0.04642257658413764,0.999819815158844
217,2.6078679375676416e-05,0.04644880402853546,0.9998194575309753
218,2.6078679375676416e-05,0.04655371380612673,0.9998192191123962
219,2.6078679375676416e-05,0.04657994125052455,0.9998188614845276
220,2.6078679375676416e-05,0.046842215694502726,0.9998186230659485
221,2.6078679375676416e-05,0.046947125472094,0.9998179078102112
222,2.6078679375676416e-05,0.04781263113722199,0.9998177886009216
223,2.6078679375676416e-05,0.048206042803189256,0.9998170733451843
224,2.6078679375676416e-05,0.04828472513638271,0.9998143315315247
