,fpr_array,tpr_array,threshold_array
0,0.0,0.0,1.9999983310699463
1,0.0,2.2380376885546754e-05,0.9999983310699463
2,0.0,8.952150754218702e-05,0.9999972581863403
3,0.0,0.0004699879145964818,0.9999967813491821
4,0.0,0.0006266505527953091,0.9999942779541016
5,0.0,0.0009175954523074169,0.9999939203262329
6,0.0,0.0010294973367351507,0.9999916553497314
7,0.0,0.0013875833669038987,0.9999908208847046
8,0.0,0.0014771048744460858,0.9999898672103882
9,0.0,0.001544246005102726,0.9999891519546509
10,0.0,0.0017680497739581934,0.9999886751174927
11,0.0,0.0019694731659281144,0.9999834299087524
12,0.0,0.0020142339196992077,0.9999829530715942
13,0.0,0.002081375050355848,0.9999814033508301
14,0.0,0.0021261358041269416,0.9999812841415405
15,0.0,0.002148516181012488,0.9999803304672241
16,0.0,0.002528982588066783,0.999980092048645
17,0.0,0.0025737433418378764,0.9999798536300659
18,0.0,0.002909448995121078,0.9999797344207764
19,0.0,0.002998970502663265,0.99997878074646
20,0.0,0.003043731256434358,0.9999784231185913
21,0.0,0.003088492010205452,0.9999775886535645
22,0.0,0.0034241976634886533,0.9999772310256958
23,0.0,0.0034913387941452934,0.9999756813049316
24,0.0,0.003983707085627322,0.9999754428863525
25,0.0,0.004386553869567164,0.9999703168869019
26,0.0,0.004520836130880444,0.9999692440032959
27,0.0,0.004655118392193724,0.9999676942825317
28,0.0,0.004834161407278098,0.9999674558639526
29,0.0,0.005035584799248019,0.9999667406082153
30,0.0,0.005057965176133566,0.9999663829803467
31,0.0,0.00510272592990466,0.999966025352478
32,0.0,0.005147486683675753,0.9999656677246094
33,0.0,0.005572713844501142,0.9999654293060303
34,0.0,0.005617474598272235,0.9999649524688721
35,0.0,0.005662235352043328,0.9999645948410034
36,0.0,0.005886039120898796,0.9999639987945557
37,0.0,0.005908419497784343,0.9999635219573975
38,0.0,0.005953180251555436,0.9999632835388184
39,0.0,0.00599794100532653,0.9999619722366333
40,0.0,0.0060427017590976234,0.9999618530273438
41,0.0,0.006199364397296451,0.99996018409729
42,0.0,0.006244125151067544,0.9999598264694214
43,0.0,0.0064455485430374646,0.9999574422836304
44,0.0,0.006490309296808558,0.9999572038650513
45,0.0,0.006535070050579652,0.9999563694000244
46,0.0,0.006579830804350745,0.9999562501907349
47,0.0,0.006624591558121839,0.9999552965164185
48,0.0,0.006669352311892932,0.9999551773071289
49,0.0,0.006714113065664026,0.9999549388885498
50,0.0,0.007005057965176134,0.9999547004699707
51,0.0,0.007340763618459335,0.9999544620513916
52,0.0,0.0076988496486280825,0.999954104423523
53,0.0,0.008012174925025737,0.9999537467956543
54,0.0,0.008168837563224564,0.9999523162841797
55,0.0,0.008258359070766752,0.999951958656311
56,0.0,0.008392641332080033,0.9999510049819946
57,0.0,0.00854930397027886,0.9999507665634155
58,0.0,0.008571684347164406,0.9999505281448364
59,1.425780971527154e-05,0.008571684347164406,0.9999500513076782
60,1.425780971527154e-05,0.008661205854706594,0.9999489784240723
61,1.425780971527154e-05,0.008728346985363233,0.9999480247497559
62,1.425780971527154e-05,0.008929770377333154,0.9999462366104126
63,1.425780971527154e-05,0.009064052638646436,0.999945878982544
64,1.425780971527154e-05,0.009131193769303075,0.9999455213546753
65,1.425780971527154e-05,0.009243095653730809,0.9999445676803589
66,1.425780971527154e-05,0.009287856407501903,0.9999442100524902
67,1.425780971527154e-05,0.009310236784387449,0.9999439716339111
68,1.425780971527154e-05,0.00937737791504409,0.9999438524246216
69,1.425780971527154e-05,0.009422138668815182,0.9999433755874634
70,1.425780971527154e-05,0.010138310729152679,0.9999431371688843
71,1.425780971527154e-05,0.01020545185980932,0.9999420642852783
72,1.425780971527154e-05,0.010250212613580412,0.9999419450759888
73,1.425780971527154e-05,0.01040687525177924,0.9999386072158813
74,1.425780971527154e-05,0.010451636005550333,0.9999384880065918
75,1.425780971527154e-05,0.01047401638243588,0.9999383687973022
76,1.425780971527154e-05,0.010518777136206975,0.9999382495880127
77,1.425780971527154e-05,0.010585918266863614,0.9999375343322754
78,1.425780971527154e-05,0.010653059397520254,0.9999374151229858
79,1.425780971527154e-05,0.010720200528176894,0.9999369382858276
80,1.425780971527154e-05,0.01110066693523119,0.9999363422393799
81,1.425780971527154e-05,0.011503513719171032,0.9999358654022217
82,1.425780971527154e-05,0.011593035226713217,0.9999353885650635
83,1.425780971527154e-05,0.011615415603598765,0.9999346733093262
84,1.425780971527154e-05,0.011660176357369859,0.9999345541000366
85,1.425780971527154e-05,0.012040642764424153,0.9999340772628784
86,1.425780971527154e-05,0.012085403518195247,0.9999338388442993
87,1.425780971527154e-05,0.012443489548363995,0.9999337196350098
88,1.425780971527154e-05,0.012555391432791729,0.9999325275421143
89,1.425780971527154e-05,0.012600152186562822,0.9999324083328247
90,1.425780971527154e-05,0.012644912940333914,0.9999321699142456
91,1.425780971527154e-05,0.012868716709189383,0.999932050704956
92,1.425780971527154e-05,0.012913477462960477,0.9999309778213501
93,1.425780971527154e-05,0.01295823821673157,0.9999303817749023
94,1.425780971527154e-05,0.013070140101159304,0.9999288320541382
95,1.425780971527154e-05,0.013114900854930398,0.9999281167984009
96,1.425780971527154e-05,0.013137281231815944,0.9999278783798218
97,1.425780971527154e-05,0.013472986885099144,0.9999277591705322
98,1.425780971527154e-05,0.013607269146412426,0.9999266862869263
99,1.425780971527154e-05,0.014010115930352268,0.9999265670776367
100,1.425780971527154e-05,0.014054876684123361,0.999925971031189
101,1.425780971527154e-05,0.014122017814780001,0.9999254941940308
102,1.425780971527154e-05,0.014211539322322188,0.9999251365661621
103,1.425780971527154e-05,0.014256300076093282,0.9999246597290039
104,1.425780971527154e-05,0.014659146860033122,0.9999241828918457
105,1.425780971527154e-05,0.014972472136430777,0.9999189376831055
106,1.425780971527154e-05,0.015263417035942885,0.9999188184738159
107,1.425780971527154e-05,0.01530817778971398,0.9999182224273682
108,1.425780971527154e-05,0.015375318920370619,0.9999181032180786
109,1.425780971527154e-05,0.016091490980708115,0.9999179840087891
110,1.425780971527154e-05,0.016181012488250303,0.9999176263809204
111,1.425780971527154e-05,0.01620339286513585,0.9999173879623413
112,1.425780971527154e-05,0.016292914372678036,0.9999171495437622
113,1.425780971527154e-05,0.016315294749563582,0.9999170303344727
114,1.425780971527154e-05,0.01653909851841905,0.9999169111251831
115,1.425780971527154e-05,0.016561478895304595,0.999916672706604
116,1.425780971527154e-05,0.016785282664160066,0.9999165534973145
117,1.425780971527154e-05,0.016830043417931158,0.9999157190322876
118,1.425780971527154e-05,0.0168971845485878,0.999915361404419
119,1.425780971527154e-05,0.01694194530235889,0.9999150037765503
120,1.425780971527154e-05,0.017210509824985454,0.9999148845672607
121,1.425780971527154e-05,0.017255270578756546,0.9999145269393921
122,1.425780971527154e-05,0.01730003133252764,0.999914288520813
123,1.425780971527154e-05,0.017322411709413187,0.9999140501022339
124,1.425780971527154e-05,0.01736717246318428,0.9999139308929443
125,1.425780971527154e-05,0.017456693970726467,0.9999127388000488
126,1.425780971527154e-05,0.017501454724497562,0.9999125003814697
127,1.425780971527154e-05,0.017590976232039746,0.9999117851257324
128,1.425780971527154e-05,0.01772525849335303,0.9999110698699951
129,1.425780971527154e-05,0.0179043015084374,0.9999088048934937
130,1.425780971527154e-05,0.018351909046148338,0.999908447265625
131,1.425780971527154e-05,0.018419050176804976,0.9999082088470459
132,1.425780971527154e-05,0.018441430553690526,0.9999063014984131
133,1.425780971527154e-05,0.018709995076317085,0.9999061822891235
134,1.425780971527154e-05,0.01909046148337138,0.9999054670333862
135,1.425780971527154e-05,0.019112841860256927,0.9999053478240967
136,1.425780971527154e-05,0.019179982990913568,0.9999048709869385
137,1.425780971527154e-05,0.019202363367799114,0.9999047517776489
138,1.425780971527154e-05,0.019247124121570206,0.9999046325683594
139,1.425780971527154e-05,0.01942616713665458,0.999901533126831
140,1.425780971527154e-05,0.019470927890425673,0.999901294708252
141,1.425780971527154e-05,0.01956044939796786,0.9998998641967773
142,1.425780971527154e-05,0.019963296181907703,0.9998997449874878
143,1.425780971527154e-05,0.020030437312564344,0.9998986721038818
144,1.425780971527154e-05,0.020433284096504186,0.9998985528945923
145,1.425780971527154e-05,0.020500425227160824,0.9998973608016968
146,1.425780971527154e-05,0.021194216910612775,0.9998970031738281
147,1.425780971527154e-05,0.02121659728749832,0.999896764755249
148,1.425780971527154e-05,0.02150754218701043,0.9998966455459595
149,1.425780971527154e-05,0.021529922563895975,0.9998965263366699
150,1.425780971527154e-05,0.021597063694552616,0.9998959302902222
151,1.425780971527154e-05,0.021686585202094804,0.9998944997787476
152,1.425780971527154e-05,0.02224609462423347,0.999894380569458
153,1.425780971527154e-05,0.022290855378004567,0.9998942613601685
154,1.425780971527154e-05,0.02233561613177566,0.9998928308486938
155,1.425780971527154e-05,0.023141309699655343,0.9998923540115356
156,1.425780971527154e-05,0.023186070453426435,0.9998921155929565
157,1.425780971527154e-05,0.023253211584083076,0.999890923500061
158,1.425780971527154e-05,0.02329797233785417,0.9998906850814819
159,1.425780971527154e-05,0.02343225459916745,0.9998878240585327
160,1.425780971527154e-05,0.023477015352938543,0.999887228012085
161,1.425780971527154e-05,0.02349939572982409,0.9998868703842163
162,1.425780971527154e-05,0.02356653686048073,0.9998865127563477
163,1.425780971527154e-05,0.023611297614251823,0.999886155128479
164,1.425780971527154e-05,0.02365605836802292,0.9998857975006104
165,1.425780971527154e-05,0.023767960252450652,0.9998841285705566
166,1.425780971527154e-05,0.024103665905733852,0.9998836517333984
167,1.425780971527154e-05,0.02432746967458932,0.9998804330825806
