,댓글
458,@na.daeng 7개는 무슨 17개가 넘는데...?
459,@jung_hun_723 1번 질문부터 답변 불가능 항목인데...
460,@jaeheeeee__94
461,@hyeok_ssss 나 23개인데 ....?
462,18개....
463,@11.17____ 90프로 이상 오빠네
464,@entrainement2431 @h_yun__
465,@taekite2 그으으으냥 아주 예민 보스인데 ?
466,@jino_k 나 열개 나와똥 예민예민😤
467,@_ys.__ 1번부터 못품
468,🍂
469,아직 20대고 애까지 없으면 맞는말 아닌가 ㅋㅋ 뭐 지팔지꼰
470,참고사는거 아니면 이혼밖에없지 근데 친구 입장에서 참고 사는걸 바라겠냐고ㅋ
471,ㅋㅋㅋㅋㅋㅋ바람난 남편 소유하고있는 친구가 어디서 주워들은건 있어가지고 어른 흉내내는 그 친구가철없는거같은데
472,저러고 곧 인생 망했다고 울고 짜고 하겠지ㅋㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋ
473,이혼이 어려운거긴한데 타인이 해 줄 위로의 말은 저것뿐
474,이혼하라 하지말고 네가 참고 살아. 네가 좀 더 이쁘게 꾸미고 남편한테 잘 해줘서 남편 마음 돌아오게 해야지~ 라고 해줬어야했나. 답정너 지랄났네.
475,친구로서 해 줄 얘긴 다 해줬으니 나중에 못살겠다고 징징거리면 철없는 소리 하지 말라고 해주십쇼
476,철없는 것 보다는 속편한 소리 아닌가??? 미혼이면 모를 수도 있지ㅎㅎ 그걸 가지고 철없다고
477,무슨말을원하는거여ㅋㅋ 들어주면 고맙게 생각해야지
478,@egg_tagram 철없는 소리야?
479,@sb3___2333 얼굴 철맞는 소리
480,🤦‍♂️🤦‍♂️
481,서로 방생하지마라 개쌍놈드라
482,@kick_8_8 상황판단이 안되니깐 그런사람이랑 결혼하고 못놓는거
483,@deeeep_sea_1 ㅋㅋㅋㅋㅋㅋㅋ20대에 애 없으면 이혼 퍼떡 해야하는 거 아니므?ㅠㅠ
484,@sim.___.sy 누가 철이 없는건지...ㅉㅉ
485,@p_h._.411 뭐라는거야 참고살려는거야?
486,@twoweekx 그럼 어찌라고
487,@mn.gml 진짜 누구같아 말하는거
488,@dlddldrml__0
489,@hey_gyeong 찐친이구만
490,@s.aeae_ 어리고 애도 없다믄서 아오 진짜
491,@jineee_chu 혹시라도 만약에라도 이런일이 생기면 그대로 짐내가 다 싸서 델꼬나오고 소송가서 위자로 몽창받게 한다 😎
492,@wn8008___8 그럼 뭐 어쩌라는고야ㅋㅋㅋㅋ어휴 답답
493,@xx____x8 저게 팩트 아님?8ㅅ8..
494,@jwoooo19
495,@seung_ju_96 글도 이런것만 봄..
496,@eddy._.bear ㅡㅡ
497,🤦‍♂️🤦‍♂️
498,@bin_258 ㅋㅋㅋㅋㅋ어케 생각하노 이혼하는게 정답 아니냐
499,서로 방생하지마라 개쌍놈드라
500,자기일은 자기가 알아서~
501,남자한테 엄청 의존적인 여잔가 보네
502,친구가 원한 말:그깟 일로 이혼하니?참고 살아~이혼이 쉬운 것도 아니잖아
503,@imsejin724_
504,이혼이 철없는소리면 세상모든 상간남녀생겨서 이혼하는 사람들은 철없어서 이혼하냐 ㅋㅋ그냥 본인 입장하고 다르고 듣고싶은말이 아닌데다 상대가 모른는 영역이라고 철없다고 말한듯
505,@shunguyiiii
506,@kkaoh_ 답정너인가
507,@jxona_22
508,@vbdvbddl 바람난남편 들고잇는 친구 조선시대에서 탐웦함?
509,줘팰까
510,"찐친이면 이혼해라 오히려 쉽게 더 얘기 못하죠. 당연히 결론은 이혼이겠지만, 친구 본인 당사자는 그걸 결정하기까지 많은 생각과 수용의 단계가 있어야 하니까요. 첫째로 배신당했음을 받아들여야하구요 (분노와 낙담), 이혼 후의 삶이나 사람들의 시선이나 다시 새로운 사람을 만날 수 있을까하는 여러 걱정과 고민의 시간을 가진 뒤 마음과 계획이 섰을 때 결단하는걸텐데 옆에서 친구라고 있는 사람이 앞뒤 안가리고 이혼이혼 다그치면 철없단 느낌 들죠"
511,@_soopari @jjoouu92 @ari0.0kk @uzeeny
512,얼마나 사랑하면....
513,바람난게 철없지 무슨
514,그냥 화풀이 하는거네
515,그럼 이혼할것도 아니면서 남편 바람낫단건 친구한테 왜 말한거지ㅋㅋㅋ 남자는 다 한번쯤 바람펴 같은 개소리 위안을 받고 싶었던건가... 단순하게 싸운것도 아니고 바람난 사람이랑 이혼 하라는게 무슨 철없는 소리람.. 애가 있는것도 아니고 20년넘게 산것도 아니면서... 그럴거면 남한테 말하지 말고 혼자 떠안고 살든가
516,@__tjgus__ ㅅㅂ 맞는말을해도 듣지않는게 딱 하앙이느낌이네 언니손절치세요 그친구
517,@nahana153 븅신같은년이네ㅋㅋㅋㅋ그냥 손절이답ㅋㅋㅋ바람핀놈하고 입다물고 잘 살아보던갘ㅋㅋㅋ
518,❤️
519,@klesysky 광고는스킵하공
520,@w_____jungs
521,@sin_thisa__ 목똥보니 목동가고싶어졌어...
522,@ooae_ocnr
523,@argos.min
524,@podd7__
525,@kakki.cr 아니 이거 대박
526,@n_y_09_
527,@gg__drive 해보자
528,❤️
529,쌩눈 다맞춤
530,2개 빼고 다 맞혔네
531,@egg_tagram 아무고또보이지않아....
532,대박 내가 다 맞추다니😊
533,@babogatoonmilien 나 마지막 두개빼고 다맞춤 너도해바 얼른
534,@jinxx_tatt @tattooer_zerofive 색감 테스트
535,@in9yu_ 해보셈
536,@kj_ah95 난 상위 8프로 인가봐
537,@hyun_minii @da.jji 나 이거 다 맞췄어
538,@_hy_binn @soyoung6_6 @jinnymon 이거해봐👀
539,@smiledis @rudfid 이거.. 출력 시트 팬톤컬러칩 맞추던거 생각나여.. ㅋㅋㅋㅋㅋ
540,@tffs_mv.l @yerrym.m 마지막 빼고 다 맞췄다☺️
541,@xyvrimx 왕 나 이런 거 다 맞춰본 거 처음임 항상 하나는 몰랐는데
542,@seol142 나 다 맞춰써 진영아 고기 사줘
543,@minjoo_o4 10 11 빼곤 다 맞췄다
544,@lighting_iron 다 맞혔어 🤩
545,@xo_hing
546,@0niii_a 다 맞춤 ㅋㅋㅋ
547,@army._.070613 나 다맞음
548,@junhyi353 다 맞혔따 기분좋아 🐒
549,@haehae_hi 진자 다맞춤
550,@1_stone_o0 이런거라도 다 맞춰서 다행이다
