,댓글
1037,형?? 거기는 무사하신가요??
1038,약지 첫마디.....시퍼렇죠...;;?
1039,와...아이둘같아요..
1040,순간 비 인줄
1041,@mttchyuk 격님 같이 동참해주세요❤️👍
1042,형 보고싶네요 ㅎㅎ 옛날 형이랑 술마셧던기억이ㅡ새록새록 ㅎㅎ 항싱응원하고있습니다
1043,👍🏻👍🏻👍🏻👍🏻👍🏻
1044,❤️❤️❤️❤️😍😍😍😍😍😍💋💋💋❤️❤️❤️🤩🤩🤩❤️❤️❤️❤️
1045,최양락아저씬줄....❤️
1046,아이 깜짝이야 인스타 들어오자마자 이사진 있어서 개놀래소네
1047,오빠 약지 너무 꽉끼는거 아니예요?
1048,순간 아이돌인줄 알고 다시 봤는데 장성규님이여서 깜짝놀랐네요😆😆
1049,형은언제부터멋있었나요?
1050,Soooo cute oppa
1051,마스크를 써도 숨길 수 없는 미모♡
1052,@cwcy0415 반지가 차라리 죽여달라는거같은데
1053,오늘 🔥10시30분 🔥
1054,"야간근무라 퇴근해서 늦게나마 동참합니다
함께 극복해서 코로나가 더 이상 길어지지 않고 
하루빨리 평범한 일상으로의 복귀를 기원합니다!"
1055,오 1분전 처음이야 ㅠㅠㅠ
1056,"👏👏👏👏👏👏desde Argentina, de ❤️ me uno a ustedes"
1057,애기들이 미안해 ㅠㅠㅠ
1058,서로위로챌린지에 동참합니다!^^
1059,뭐야뭐여 넘 이쁘잖아욜 ㅎㅎ 캡쳐 내폰에 저장!!
1060,"인성과 재미, 그리고 얼굴까지 모두 갖츄 성규좌. 그의 끝을 모르는 매력은 어디까지인가.."
1061,
1062,저기서 로꼬 도망갔으면 더 웃겼을텐데😂
1063,충격의 팬클럽 로꼬츄....
1064,메킷레인이랑 했으면 레전드나올뻔
1065,"음악은 나라에서 허락한 ""마약""이니깐.."
1066,엥?ㅋㅋㅋㅋㅋㅋㅋㅋ
1067,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃걌는대..
1068,푸하하하하하~~~~~👍
1069,🥴
1070,1
1071,로꼬행님🤣🤣🤣🤣🤣🤣
1072,킥
1073,성규형도 검사했으면....
1074,@kwon__y.j ㅋㅋㅋㅋㅋㅋㅋㅋ다 위에 느낌표 뜨는거 보소
1075,@shinwnfl 너무 웃기다고 ㅋㅋㅋㅋ
1076,@a_bee_s21ol 나 일하면서 저거 가끔 하는데 우리도 마약반응 가끔 나오면 눈치엄청봨ㅋㅋㅋㅋㅋㅋ
1077,@mimoae_love @jjjyoung_22 이무슨일이솤ㅋㅋㅋ
1078,@yebyn_23 ...?나니...?
1079,@shimshim926 아니이게뭐람ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1080,@yeon_yomi_
1081,@o0ooou 로꼬 딱걸렸다
1082,@min_j_bb 와 ㅋㅋ특종 인거신가? ㅋㅋㅋㅋㅋㅋㅋㅋ
1083,@osoon2_ 오?
1084,@01_1117 ㅌㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋ개웃겨
1085,@kmn.jg @p.y_j ????? ㅅㅂ ㅋㅋㄹㅋㄹㅋㄹㅋㅋㅋㅋㅋㅋㅋ ???????
1086,@silver_star96___ 이거ㅋㅋㅋㅋㅋㅋ
1087,@eunbi406 앜ㅋㅋ이것도 봐야겟엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1088,@didwlgus.oxo.19 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1089,@so_zero97 !!!!
1090,@eom_o_o ㅋㅋㅋ눈 커졑ㅌㅋㅋ
1091,믿을게요..
1092,로꼬 행님?
1093,🤣🤣🤣🤣
1094,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 이거 진심 웃겼는데ㅋㅋㅋㅋㅋ
1095,겁나 웃겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ😂😂😂😂
1096,@bborason 핫
1097,@_d.rong_
1098,Hahaha what have u done LOCO ?
1099,ㅋㅋㅋㄱㄱㅋㅋㄱㅋㅋㅋ
1100,@jiwonnnnnnn2 엌로꼬
1101,👏🏻
1102,어머..
1103,ㄷ
1104,ㅋㅋㅋ 큰일 날 뻔했어🤣
1105,😱😱😱😱
1106,믿는데올려....ㅋ
1107,👍👍
1108,이럴수갘ㅋㅋㅋ
1109,관세청 과장님 오빠쫭
1110,🍌🍌🍌
1111,이건머징?
1112,😍😍😍😍😍😍😍😍😍😍😍
1113,악마의 편집
1114,로꼬가 '이게 힙합이야' 했으면 웃겼을듯 ㅋㅋ
1115,워크맨 좋아요 구독
1116,뭐죠ㅜ헐
1117,🤣🤣🤣🤣🤣🤣🤣🤣
1118,쵝오의 인트로
1119,ㅋㅋㅋㅋㅋㅋㅌㅌㅌㅌㅌ키키키
1120,웃겨요😷😷😷😷😷😷😷
1121,표정리얼
1122,으킄ㅋ캌킄ㅋㅋㅋㅋㅋ
1123,처신잘하로꼬...
1124,로꼬형 튀면 레전든뎈ㅋㅋㅋㅋ😍
1125,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ저거 ㅋㅋㅋㅋㅋㅋ
1126,@jimmy.s2
1127,아닠ㅋㅋㅋㅋ
1128,So Beautiful 😍😍😍😍😍😍😍😍
1129,@e_woojini
1130,@do.yee 로꼬 개순수해.. 😍
1131,Soooo coool 😍
1132,장성규님 기후위기에 대해서도 다뤄주세요ㅜ 다 죽게 생겨써요 시간 얼마 없어ㅜㅜㅜㅜㅜ
1133,@emong_0801 ㅋㅋㅋㅋ
1134,진심 이영상보고 웃퍼서 웃으면서 울었던 기억이..ㅜㅠ😢🙂
1135,다 보고 왔는뎁 ㅋㅋㅋㅋㅋ
1136,이번꺼보고 로꼬 노래만 듣는다구용🙈💕💕💕 오빠도 앨범하나 가죠?😎👍 @jangsk83
1137,로꼬 형님..
1138,암넷급 악편인데 형 ㅋㅋㅋㅋ
1139,ㅋㅋㅋㅋㅋㅋㅋㅋ머야모야
1140,@kim_hansik_
1141,@____10.23._ ㅋㅋㅋㅋㅋㅋ
1142,형 최근에 떨킷레인 만났나?ㅋㅋㅋ
1143,@sooorimp ㅋㅋㅋㅋㅋㅋㅋㅋ
1144,ㅋ케케케케
1145,ㅋㅋㅋㅋㅋㅋㅋ🤣🤣🤣🤣🤣🤣
1146,THIS EPISODE IS ICONIC
1147,@jjjjjeong._.p
1148,ㅋㅋㅋㅋㅋㅋㅋㅋ😂
1149,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ로꼬님ㅋㅋㅋㅋㅋ
1150,"ㅂ?.,"
1151,@_hwangyurim_ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1152,미끼다ㅋㅋㅋㅋㅋ
1153,이형 장사 쥰내잘하네 찾아가서 보게만들고있어😂
1154,이거 성지될듯
1155,@hhhhhhhhhhhhhhh_jinnn ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1156,꼬꼬무 잘보고있어용❤️👍
1157,오니...???
1158,@moe___l ㅋㅋㅋㅋ흠
1159,@ssepssep05
1160,몰카인가여😝
1161,로꼬 (은)는 임포스터였습니다...
1162,로꼬 ㅋㅋㅋㅋㅋㅋ... 눈 커진거바
1163,요새는 마약탐지기로 부르나 내가 알기론 폭발물탐지기인데 물론 마약성분도 검출되지만 ㅎㅎ 극소량의 물질도 감지되니 오작동 많아요 ㅎㅎ 시료커버도 바꿔서 여러번 검사진행해야함
1164,켘ㅋㅋㅋㅋㅋ
1165,@donggri_dongdong 세상엥
1166,@ps.xee 🤭
1167,두번째 사진 유미언니한테 혼날것 같...
1168,방 청소 시급🤦🏻‍♀️
1169,성규님 착샷이 첫번짼가요 두번짼가요?
1170,얼굴두 아닌디???
1171,어우 잠옷 너무 리얼하다
1172,가느다란 발목에 양말 고무줄 넘 센거 아닙니꺄?
1173,슈스라고 해서 특별할건 없네요... 우리집보다 더 어수선..;;;;ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1174,브롤스타즈ㅋㅋㅋㅋ역시 👍👍
1175,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ갑자기 과사 올리신줄 알았어옄ㅋㅋㅋㅋㅋㅋ🤣🤣🤣
1176,ㅋㅋㅋㅋㅋ장성규님이랑 하나도 안닮았아요ㅋㅋㅋㅋㅋ
1177,이시국에 한국에서 늘어난 나시입고 자가에 계신 장성규님 제보합니다.
1178,저 분 뉘이신지 모르겠지만 하나도 안닮았음😡 화남😡😡😡😡😡😡
1179,ㅠㅠ😂😂😂
1180,잘 못 된 제보 😵😵 슈스 잠옷 다아는 장라인은 안 속는다 ~~그런데 모르는 착샷 올리셨네요.🤣🤣🤣
1181,위에도 보여주세요
1182,@m0ng_ddan9 잠옷도 니 이상형이가?
1183,@adorable_.tani @dodo_mamiii 역시ㅋㅋㅋㅋㅋ 사람잠옷 거기서 거기다ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1184,@p_eun0 잠옷 니꺼 뺏어입은거같은데 ㅌㅋㅋㅋㅋㅋㅋ개룻곁ㅌㅌ
1185,@_moon.deng 야 개웃곀ㅋㅋ
1186,@2y._.su 잠옷사진 찍은 포즈 봐바 너같애
1187,@h.ayeo_on 잠옷 니같음
1188,@izi_hyu_o.o 너무 웃겨서 초콜릿 코로나올뻔했어
1189,@1im.e 아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1190,@ilovuje_ ㅇㅇㅇㄴㅇㅇㅋㅋㄱㅇㅋㅇㅋㅋㅋㅋ진짜개웃겨
1191,@eunji5109 개웃기넴
1192,@heo_o__nk ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ잠옷 인증샷이 더웃곀ㅋㅋㅋㅋㅋㅋㅋ
1193,@yeahwonoh
1194,@i_sojung_u ㅋㅋ ㅋㅋ ㅋ ㅋㅋ간만에 웃겼네
1195,@y__euunn ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아나
1196,@suutdung @00nnii
1197,@sung__hi_ 아 미쳤낰ㅋㅋㅋㅋㅋㅋ개윳겨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1198,@kangjoohee_09 팔 진짜 하얗다 .......백숙 같아
1199,@94__li_na ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1200,@dalcom_strawberry ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1201,@2thddms2 아닠ㅋㄱㅋㄱㅋㄱㅋㄱㅋㄲㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㄲㅋㄱㅋㄱㅋㄱㅋㄱㅋㅋㅋ
1202,달라요!!
1203,ㅎㅎㅎ 잠옷 제스타일
1204,ㅋㅋㅋㅋㄱㄲㅋ웰케닮았나고ㅋㅋㅋ
1205,@l_sj2
1206,"상하의 정보좀요,, (진심심각)"
1207,@jangsk83 형 왜 맨날 대국민해명이여 ㅋㅋㅋㄴㅋㄴ
1208,@didueee ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1209,못생긴척하면 못알아볼줄알았냐?
1210,@yde_0718 야 시발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1211,😂😂😂😂
1212,ㅋㅋㅋ 👍
1213,와 신기하다... 닮았어요
1214,👍👍👍
1215,겨울같은가을인데 혼자여름😅
1216,하나도 안닮았는데 어찌비교를😢
1217,@seoyeon0219 봐줘 ... 개웃겨 ....
1218,형....
1219,신박한 정리 출연 추천합니다아~!!!
1220,ㅇㄴㅋㅋㅋㅋㅋㅋㅋㅋ잠옷 까리하네요
1221,신박한정리 신청하셨나요?
1222,잠옷에서 이미 졌다😢
1223,헐 개말랐다 형👍...
1224,하얗다
1225,스킨푸드사장님인줄..
1226,잠옷 귀여어.....😂
1227,전혀 닮지 않았어요.ㅋ
1228,양말자국 발찌가 예쁘네염^-^
1229,형님..잠옷센스는 1번한테 배우셔도 될것같읍니다..
1230,잠옷
1231,그와중에 하얀팔뚝 ㄹㅈㄷ
1232,개빨랐다 히히 귀여미
1233,@kkim_bum ㅋㅋㅋㅋㅋㅋ아ㅡㅡ
1234,앜ㅋㅋㅋㅋㅋㅋㅋ 진짴ㅋㅋ 너무 웃겨욬ㅋㅋㅋㅋㅋ👍👍
1235,얼굴 달라여 !!!
1236,아니 ㅋㅋㅋㅋㅋ
1237,ㅋㅋㅋㅋㅋ감히 ㅋㅋㅋㅋ 누구랑비교를하는거염ㅋㅋㅋ잘보고갑니닷
1238,미치겠닼ㅋㅋㅋㅋㅋㅋㅋㅋㅋ @sbuxsera
1239,ㅋㅋㅋㅋㅋㅋ 👍
1240,아이앀ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1241,엌ㅋㅋㅋㅋㅋㅋ
1242,ㅋㅋㅋㅋㅋㅋ😭
1243,@s_w_woo
1244,엌ㅋㅋㅋㅋㅋㅋㅋ
1245,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아나진짜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ꙼̈ㅋ̆̎ㅋ̐̈ㅋ̊̈ㅋ꙼̈ㅋ̆̎ㅋ̐̈ㅋ̊̈
1246,전혀 1도 안닯음
1247,ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬ㅋ⫬👍🏻👍🏻
1248,❤️❤️❤️1등
1249,Zzzzㅋㅋㅋㅋ
1250,@u_.__._ji ㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1251,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ대국민해명ㅋㅋㅋㅋㅋ저분은 그냥 어디서많이뵌분이네요
1252,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 😅😅😅
1253,ㅎㅎㅎㅎ잠옷 샷 ㅋㅋㅋ
1254,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ🤣🤣🤣
1255,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1256,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짴ㅋㅋㅋㅋㅋㅋㅋㅋ
1257,루즈핏 강자👍
1258,얼굴이 어케 닮음? 하나도 안 닮았는데 누가 닮았대😠
1259,전혀... 안닮았어요!!!! 뀨디가 훨씬 낫습니다!!!!^^
1260,@jaehyeon1704 아닠ㅋㅋㅋㅋㅅㅂㅋㅋㅋㅋㅋㅋ미챴넼ㅋㅋㅋㅋㅌ
1261,"ㅋㅋㅋㅋㅋ 아 징쨔🤣🤣🤣 혹시 어릴 때 잃어버린 동생 아닐까요? 자~ 그럼, 이제 출생의 비밀을 알아보러 떠날 시간입니닷!!! 고고고~🛫🛫🛫"
1262,@changsoso_04 아닠ㅋㅋㅎㅋㅎㅋㅎㅋㅎㅎㅋㅋㅋㅋㅋㅋ
1263,오빠잠옷ㅋㅋㅋ 섹시터지네❤️
1264,바지 시장에서 5천원에 산거
1265,두번째 사진 와이프 한테 혼날것같아요
1266,@seonghuip11 아 웃겨 뒤짐ㅋㅋㅋㅋㅋㅋㅌㅌㅌㅌㅌㅌㅌㅌ
1267,@mlo.olhz 아 야 이거 너무 웃기닼ㅋㅋㄹㅋㅎㅋㅋㅋㅎㅋㅎㅋㅎㅋㅋㅋㅎㅋㅎㅋㅎㅋㅎㅋㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅎㅋ
1268,기럭지가다른데요 얼굴도안닮았는뎅 😭😭
1269,귀여워..
1270,순두부 몸이네요 ㅎ
1271,ㅋㅋㅋㅋㅋ캐
1272,@_hy_min_ ㅋㅋㅋㅋ잠옷
1273,@_g.g.b_ 나이거 장성규님 닮았다고 니 태그할랬는데 장성규님이 올리신거넼ㄱㅋㄱㅌㄱㅋㄱㅋㄱㅋㄱㅋㄱㅌㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱㅋㄱ
1274,수다맨 강성범인줄 알았는데 🤣🤣
1275,@juwon215 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1276,아니 일본갈시간이나있나 여기저기 다나오시던더 울성규님😍👏
1277,아ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃겨 ㅋㅋㅋ
1278,어머 더 이상해🙉
1279,완전 다르게생겼는데 ...?
1280,작년인줄..
1281,@lulusp2 ㅋㅋㅋㅋㅋ큐ㅠㅠㅠㅠ개웃겨
1282,ㅋㅎㅋㄹㅋㄹㅋㄹㅋ 꽃무늬ㅋㅋㅋㅋ바짘ㅋㅋㅋㅋ
1283,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 최고
1284,신박한 정리 와주셔야 겠네요
1285,@c.skai @wnd_0s
1286,잠옷 하나 사야 할거 같은데.........
1287,엥.. 전혀 않닮았는데용..🙊
1288,@sujin_jylove 언뜻 김태호피디인줄 ㅋㅋㅋㅋㅋ😂
1289,@jj_won__ ㅌㅋㅋㅋㅋ
1290,😂😂😂😂😂😂클론...
1291,@jungk._.2 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ킄ㅋ컄ㅋㅋㅋㅋ켘ㅋㅋㅋㅋㅋ
1292,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ?
1293,ㅎㅎㅎㅎㅎㅎㅎ👍
1294,차라리 앞에 잠옷이 낫.....
1295,누가봐도 장성규씨 아닌뎅
1296,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ해명ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1297,앙상한 발목..
1298,@ys870922 @hak_stagram_ 영신이 왜여기 @keybro3388
1299,@g__huny 이겈ㅋㅋㅋㅋㅋ생각도 못함ㅋㅋㅋㅋㅋㅋㅋ
1300,아 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1301,ㅋㅋㅋㅋㅋㅋㅋ아 진짜 개웃기네 ㅋㅋㅋ😂😂😂😂😂
1302,ㅋㅋㅋㅋ 👏
1303,확찐자시네요😂
1304,지호지방시가 왜나와
1305,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1306,@arsyxujc.__.1583 ㅋㅋ𐌅𐌅𐌅𐌅𐌅𐌅𐌅𐌅𐌅𐌅𐌅𐌅𐌅𐌅𐌅𐌅𐌅𐌅𐌅𐌅𐌅𐌅𐌅𐌅𐌅𐌅
1307,잠옷 너무 웃겨요 ㅋㅋㅋㅋㅋㅋ
1308,전혀 다릅니다.😁
1309,@min._.sol123 ㅋㅋㅋㄹㅋㄹㅋㄹㅋㄹㄹㅋㄹㅋㅎㅋㅎㅋㅎㅋㅎㅋ
1310,@3unuchoi ㅋㅋㅋ ㅋㅋ ㅋㅋㅋ ㅋㅋ ㅋ ㅋ 아 잠옷 진짜 이쁘다
1311,발목넘 얄부시당
1312,홀치기나염과 꽃바지의 콜라보
1313,잠옷이 목이 안늘어나있음 잠옷이 아니지용 잠옷인정합니다^^
1314,청소쪽의 미루마 새로나왔나보다
1315,발목이 앙상하시네요...😂
1316,바지 저랑 같은거 입으시네요
1317,아넘웃겨요😂
1318,ㅋㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅋㅎㅎㅋㅋ @subin39 너무 웃겨ㅠㅠ
1319,@hyesuning0729
1320,헐😅잠옷구입 시급~😂
1321,ㅋㅍㅋㅎㅋㅎㅋㅅㅋㅎㅋㅅㅋㅅㅋ
1322,ㅎㅎ 누가봐도 장성규 아닌데...
1323,@hwieeeee @joohee7688 @eun__nanaa 아너무웃곀ㅋㅌㅌ
1324,@may__official
1325,양말자국이 🤭
1326,ㅋㅋㅋㅋㅋ 뭐야 이게 ㅋㅋㅋㅋ
1327,은근슬적 삼두 자랑인가???
1328,오늘 저거 인스타에서 웃긴짤 콘테스트 라고 봤는데 여기서도보네요
1329,ㅋㅋ넘 닮아서 낭패네요
1330,@93_kyul ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1331,ㅋㅋㅋㅋㅋㅋㅋㅋ사랑합니다😍팔뚝살도 귀여워요👍
1332,@hhhjinss
1333,@cloud__sg ㅋㅋ
1334,@humph_humph 여보 장성규님 완전 재밌으셔윸ㅋㅋㅋㅋㅋㅋ
1335,뀨디랑 하나도 안닮았는데 ... 이 무슨 뚱딴지 같은 소리죠?😅
1336,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1337,"잠옷 하나 사셔야할 것 같은디,,"
1338,차라리 올리지말지 ㅠㅠ
1339,들어와서 양말 벗은지 얼마 안되서 그런가 발목에 자국이 남아있는🤣
1340,형 방은 왜케 어지러워 ?
1341,@hyunmiii_ @__donii__ 진짜 장성규인줄알았어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1342,@ah__jin__ 개웃곀ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ장성규님 센스 짱이야
1343,@ri_chae 양말 막 벗었나봐 발목에 양말자국
1344,@hye__o5 나만 이거보고 빵터졌냐
1345,형 착샷은 올릴 필요 없었잖아요
1346,순간 1번째 사진보고 장성규님 옛날 사진인줄....
1347,@se_jinin ㅋㅋㅋ아닠ㅋㅋ잠옷개웃겨
1348,본인 잠옷착샷 왜 올리냐고요ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 웃겨 죽겠다
1349,ㅋㅋㅋ 아 사진 완전 빵터짐요🤣🤣🤣
1350,오빠 안 추우신가요...?
1351,@limjooha0801 아 ㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ ㅋㅋㅋ
1352,@msj9817 착샷 개웃겨 ㅋㅋㅋㅋㅋㅋ큐ㅠ
1353,@jjjjjjj_he @1110v3
1354,@thisgirlislullalim ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㄷ 과사인줄ㅈ
1355,@_seong_e 팔뚝 닭백숙으로 보여 나 배고픈가봐;;
1356,첫번째가 형님이신거죠?
1357,ㅋㅋㅋㅋㅋㅋㅋㅋ😂😂😂😂😂
1358,서수길씨닮았네
1359,나는다짐한다~ 평생이가족을응원해야지💙
1360,윽 내 심장... 하준.예준이는 이모 심장 책임져라!! 귀여운 너희 모습에 이모 심장이 남아나질 않는다😭😭
1361,역시역시 장성규 피는 다르네요 어흥 어쩜 이리 닮았네요 신기하게 성규님 하준이 예준이 형제 맞네용~~♡
1362,너무너무 사랑스런 하준ㆍ예준 고모두 우리이쁜 강아지들 평생응원할께 두형제의 아빠이신 슈스도 응원합니다.#슈스네가족 응원단장😍😍💙💙💙
1363,오늘도 #장성규니버스 영상 보며 힐링했어요~ 슈스님과 하준이 예준이 그리고 유미님 모두를 축복합니다👍💜❤️💕
1364,하준이와 예준이가 건강하게 자라 세상의 빛과 소금이 되길🙏🏻
1365,하준이 예준이 표정이 성규 님이랑 똑같네요😍 하준이와 예준이가 앞으로 맞이할 날들이 행복만 가득하길 바랍니다❤
1366,예준이는 진짜 성규형님 판박이 ㅎㅎ😍😍
1367,예준이가 아빠를 더 많이 닮았군요!
1368,하주나 예주나💕 응원할겡💕 뀨디는 당욘히 응원하는거고요 헤헤
1369,웃는게 완전 아빠~ ㅋㅋ
1370,너무 귀여워 ♥️♥️
1371,아구 귀여워😮
1372,화질 차이 무엇...😆
1373,멋있어요👍
1374,두아들을응원하는 장성규님을 응원해해야지👍
1375,예준이는 아빠닮았네요~~~😍
1376,너믄 이뽀요❤️❤️❤️❤️❤️
1377,하준이 예준이 지금처럼 건강하게 이쁘게 잘 자리자~😊
1378,천사들~~♡
1379,😍😍
1380,든든한 아빠세요~!!!
1381,저 한영고후배인데 인사한번만해주세여 슨배님~~~~~~!♡
1382,어머~~~ 너무 귀여워요 😆
1383,닮았다😮😮
1384,멋진 아빠👏👏👍❤️
1385,두번째 친구가 얼굴은 성규님 더 많이 닮은듯해요💜 둘다 너무 이쁨💜😍
1386,멋진 아버지❤️😭
1387,@seyeonmon 말하는거 너무 멋있으셔
1388,@jenny_lee9819 이 분 인스타 볼 때마다 부모가 되는건 진짜 멋있는 일 같아🤔
1389,😘💕💛💛💛💛💛💛
1390,예준이 웃는게 아빠랑 똑같네영 사랑스롭다♡♡♡ 이뿌게 커랑 이 할미가 응원할게...👵🏼
1391,좋은 아버지이시네요❤️❤️ 그리고 아침마다 라디오 잘 듣고 있어요~^^
1392,너무너무 사랑스러워요 진짱 🌸 언제나 성규님의 가족모두들 응원합니다
1393,나는 더 열심히 살아야겠다고 다짐한다...내가 두명이 더 늘어간다는 것을.....느끼며.....!!
1394,예준이 입에서 성규횽 입이보인다
1395,헐~장성규인줄ㅋㅋ 인감도장이네요ㅋㅋ
1396,둘째가 아빠닮았어요^^
1397,예준이 미소가 장성규님이랑 판박이!!
1398,애기 귀여워요~😍
1399,@jihiiiii916 둘째애기 얼굴 장성규랑 똑... 근데 귀여워ㅋㅋ
1400,👍👍예준이 완죤 천사네요💕
1401,👍😘😍❤️
1402,우어 많이컸네 벌써
1403,예준이 닮으셨네요
1404,리틀 장성규^^ 이뻐요~~
1405,예준이가 성규형님 붕어빵이네요ㅋㅋㅋㅋ😆
