,댓글
328,@choialsdn 익산은 걸러
329,@evelyn__of 긱사가길다행이여..
330,@woong_ji_p_96. 머선일이고ㅠㅠㅠㅠ
331,@min_o__e 이거뭐양?
332,@real_2yeon 흐미
333,@wnsdis6
334,@vdpfudv
335,@eunji__95 와우
336,@hihi0__0 헐 조심해ㅠㅠㅠ
337,@1isover_
338,@kamzza_
339,@giryun2
340,@jk______8 이거 내가 들으러 간구 ㅎ
341,@ran_e 🔥
342,@hk_daram2_
343,@hyung_kkkkkk 까망이 학굨
344,다음 정차하실 역은 무인도역 입니다. 어르신 내리셔야죠.
345,인생 창피하게 사시네요
346,..우리나라는..나이많은게 벼슬..대화안통하고 지말이 법..으 싫다🔥🔥
347,끝까지 추적해서 엄벌해야 한다
348,이런건 모자이크 하지 말아야지. 🤬
349,가벼운 처벌이 문제...😢
350,블러처리만안해도 하루만에 찾아서 신고됐겠다
351,어른이 어른이 아니다
352,한국에 나이드신 분들이 나이값을 많이 못하네~ 나이만 드셨네
353,이런놈은 사형 시켜야 마땅합니다.
354,저런세퀴는 그냥 총살시켰으면 좋겠다. 묻지도 따지지도 말고.
355,"@kbsnews Please, for the South Korean government, strengthen the religious and divine system in your country .. Do not let suicide occur. Why? because religion can be a human helper, if in a state of suffering .. Money is indeed important, but money is not taken to death, only worship and good deeds are brought to death. Trust me !! In every difficulty, there must be convenience. Believe that after death we head between heaven and hell. 🙏🙏"
356,아가야..고맙다.트라우마 없이 건강하게 자라길...
357,❤️❤️❤️❤️
358,♥️♥️👏🙏meleğim😍
359,그러니 터키도 남에 민족 쳐들어가지 마라
360,😍😍😍다행이네
361,❤️❤️😢
362,😢😍😍
363,😢
364,아이고.. 아가 ..
365,Miracles do exist 🙏🏼🙏🏼🙏🏼
366,더이상의 인명피해는 없길..🙏🙏🙏
367,살아라
368,❤️❤️❤️👏
369,아이고 아가 ㅠㅠ 사흘동안 버텨내다니@대단하다 ㅠㅠ 구조대원들도 대단하시구 ㅠㅠ엉헝헝헝헝슬퍼 ㅠㅠ
370,❤️
371,@lovepurplelove_ 힝 기적이다😭😭
372,잘들헌다! 우리나라에 언제부터 할로윈이 명절 보다 더 중허냐? 추석 명절때 집에도 못가고 외롭게 보낸 사람들도 있었다! 제발 정신좀 차리자!
373,이시국에 본인만 즐기기위해 사는것인가요..가족 지인들은 생각안하시나..
374,인스타에도 할로윈 이태원 나갔다온 거 창피한줄도 모르고 올린 사람들 많더리ㅏ
375,이렇게 모이면 불법시위에 욕하던거 추석에 가족들 못찾아뵌거 다 우스워지는거에요....본인 주변에 고생하고 고통받는 사람이 없는건지 안보이는건지 몰라도 이기적으로 다른 사람의 자유를 뺏을 권한은 당신들에겐 없습니다
376,진짜 미치것다. 외국 명절을 우리가 저러고 있는지 이해가 안간다.🔥🔥🔥
377,이기적인 종자들
378,코로나 끝난 줄
379,아니 많으면 그냥 돌아오라고 왜 웨이팅해서 들어가고 그러는데...
380,왜 남의나라 축제를
381,뭘 위해서 진짜 저러는걸까 에휴 ...
382,제발 자중합시다.. 애들 학교 안 보내고 싶나요
383,🤦🏼‍♂️
384,거 시발 모이지말라면 모이지말지
385,다 뒤지길..
386,@__sy_214 @01won29 할로윈 뭐했어😱😱😱
387,@jujoo_ee6
388,@_j_y_hee @harvey_seon
389,@yhinn_i 미쳤다... 난 이정도는 아니였어...
390,@yoon__rv_ 쯧...
391,@hyeoni._.v ㅋㅋㅋ
392,@limda__0 @yeonjigonji.20 저래 싸댕겨 놓은 사람들도 재난지원금 받았겠지? 저러ㄷ 저중 누구 하나 코로나 걸렸다 하면 검사 받고 검사결과 양성이면 국민들 세금 축내겠지!? 😡🤬
393,@yoo_da_95 미쳐따 진짜
394,😭😭😭
395,👍
396,기자 하늘과 땅과(?)
397,"신체기증, 신체이식..👍"
398,삿갓말 실험같다
399,아씨 내손이 아픈거 같네~~
400,👏👏👏
401,@167.0_gram 와 무서워
402,@leeteacher_
403,"학종, 없앱시다."
404,흠.. 돌아다니지말라면서 돌라다니라고 하면 어쩌나 ㅠ
405,@2.so_ri @y._.jii_
406,서로간의 방역수칙만 지켜진다면..^^;
407,@s10_da_y
408,앞뒤가안맞아...
409,@hyun.woo.95
410,또 유행하면 이번엔 누구에게 뒤집어 씌울텐가
411,@team.big_mario
412,조선 DPRK😆😆😆😆
413,@kil_dae
414,❤️❤️
415,@1and5nly_ 이거 봐봐요 ㅋㅋ
416,요즘 산타는 뭘 알지도 못하고 양심도없더라 많이컸어 누구덕일까
417,솔직히 이런건.....일본이 부럽다.
418,"우리나라도 꼭 필요합니다! 술마시고 타질 않나 밤에 라이트도 없이 인도에서 달리질 않나, 걷는 게 무서울 정도예요."
419,지랄도 가지가지
420,자전거 칼치기는 또 처음보네
421,우리나라도 자전거 등록제 도입하고 난폭운전 음주운전 처벌강화추진
422,제발 우리나라도 !!
423,"일본은 음주운전 처벌도 잘되어있어요.음주운전자는 물론 동승자, 그리고 그 운전자에게 술은 판 업체도 벌금을 어마어마하게 맞습니다👏 대리운전도 2인1조로 잘되어있고 기다려야되는 시간도 짧아요. 역사는 역사고 배울점은 배워야한다고 생각합니다."
424,뭔 배짱이지?
425,한국은 갈길 멀었네...
