,댓글
462,이런 식으로 반복문의 길이를 (tmp_list의 길이 -1)번 반복해주고 마지막 출력은 반복문 밖에 만들면 됨
463,"저거 그대로 하면 되는건가요...? 했는데 안되는거 같아서요,,,ㅠㅠ"
464,내가 괄호 잘못 쓴 거 있는데 그거 제대로 써두고 들여쓰기 제대로 하면 될거임
465,철덕이 뭐임? 철도 덕후?
466,삭제된 댓글입니다.
467,ㄹㅇ 그쪽은 좀 이상한 사람들 많은 것 같던데
468,철스퍼거란 말이 괜히 나온게 아닌가베
469,ㅇㅇ
470,ㅋㅋㅋㅋㅋㅋㅋㅋ ㅆㅇㅈ
471,ㄹㅇ 어제 그거 때문에 현타왔음
472,ㅋㅋㅋ 무슨 일이 있었길래
473,무조건 자기 말이 맞고 다른 사람 말은 논할 가치도 없다 이런 식으로 우기는 애 봤는데 돌아버리는줄 알았음
474,2배속 어떻게해?
475,?
476,?;
477,대부분 영상 플레이어는 배속 지원
478,아ㅠ 나는 예전부터 안돼서 궁금했음..
479,2배속 어떻게해?
480,?
481,?;
482,대부분 영상 플레이어는 배속 지원
483,아ㅠ 나는 예전부터 안돼서 궁금했음..
484,개강일로부터 공휴일 빼고 16일간
485,구체적으로 언제까지인지는 학사일정이나 계절학기 공지사항 등에 나와있음
486,감사합니다
487,학생지원센터에 문의ㄱ
488,주당 최대 시간 지키면 가능하지 않을까요
489,어 진짜네
490,자손이가 나올거야
491,어 진짜네
492,자손이가 나올거야
493,그럼 중학수학부터 다시시작해야지
494,우리 대입기준 미2를 하셈 그거만 해도 다 돼
495,예체능이여?
496,대학수학이 범위는 넓지만 요구하는 깊이가 더 낮음. 엄청 깊게 공부할거 아니면 걍 대학수학 예제만 열심히 '외워도' 그냥저냥임
497,뭐지 ㅋㅋ 설마 수학빼고 나머지 올1?
498,고등학교 미2책 사서 풀면 될까...?
499,ㅁㄹ 걍 초월함수 마스터해
500,나름 공대야....
501,??
502,일단 미적부터... 기초수학 같은 건 편입수학강의에서 기초강의같은 거 많으니까 찾아봐
503,오키... 고마워..!
504,대학 수학 더 어렵게 느껴지는게 그 예제들이 뭔 말인지 모르겠으 ㅜㅠ
505,내신 수학에서 6등급 받은거야...
506,흠.. 너가 나온 학교가 공부 잘하는 학교라서 그런거 아냐..? 아무튼 그럼 결국 대학 올 때 공부했을텐데.. 그걸로 부족하나.. 사실 마녀님 말처럼 깊이 공부하는 게 아니라서 책만 여러 번 읽어봐도 충분히 점수 잘 받으실 수 있어요. 제가 볼 때는 고딩 때 쓰던 교과서보다 대학교재가 설명 더 잘 돼 있던 거 같았어요. 정말로 대학교재로 해두 돼요! 옾챗으로 하다 모르는 거 있으면 제가 질문 다 받아드릴게요.
507,ㅠㅠㅠ 말이라도 고맙습니다... 일단 대학 교재 여러 번 읽으면서 준비해볼게요
508,만두인가 만도 시...진짜 ㅡㅡ
509,이충순 고문
510,근데 교수님 과제 읽긴함?
511,그건 저번주꺼임ㅋ
512,아니 고문시킬거라고
513,ㅁㅊㅋㅋㅋㅋㅋㅋ
514,만두인가 만도 시...진짜 ㅡㅡ
515,이충순 고문
516,근데 교수님 과제 읽긴함?
517,그건 저번주꺼임ㅋ
518,아니 고문시킬거라고
519,ㅁㅊㅋㅋㅋㅋㅋㅋ
520,기본 카메라로 찍어야함 어플쓰면 화질이 깨짐
521,별그대? 아이폰은 아닌데 그냥 인터넷에 핸드폰으로 별사진 찍는법 쳐서 그거대로 따라하면 생각보다 잘찍힘 대신 근처에 빛없어야함
522,11부턴 찍힘
523,유튜브에 잘 설명해놓은거 많음
524,찍어보셨음?
525,아이폰은 아닌데 다른 카메라로는 찍어봄
526,16일에줄거같은데
527,12 아님 17일에 준댔음 공지로 교내
528,??개오반데
529,"3년째 국가 근로하는데 늦게 받았음 늦게 받았지, 일찍 받았던 기억은 없음ㅋㅋ"
530,땡큐.. 계절 희과담 날짜 나왔으려나 ㅠ
531,고마웡 ㅎㅎ
532,ㅇㅇ나온지 한참 됨
533,그건 어디가서 보면되나용 ㅠㅠ 학교 인포?!
534,아 새내기인가? 늘 말하지만 인포는 공지사항 올리는데가 아니예용
535,넹 ㅠㅠ.. 계절 들으려는데 어디서 찾아봐야할지 모르겠어요 ㅠㅠ
536,공지사항은 어디에서 보면되나요? 경희대 사이트가 넘 많아서 ㅜㅜ
537,https://www.khu.ac.kr/kor/notice/list.do?category=UNDERGRADUATE&page=1
538,감사합니다!
539,완다비젼이라니....
540,소자 뭐썻어?
541,ㅇㄷ
542,이쁘다! 무슨 폰 써??
543,노트 10 +
544,ㄹㅇㅋㅋ
545,안돼~
546,ㅇ
547,그 홍보글 밑에보면 설명나와있음 근데 대부분 선착순
548,너가 방구 많이 뀌어서
549,저번 미납
550,삭제된 댓글입니다.
551,중상에 헌혈카페
552,중상모략
553,빠질게 얼마나많았으면..
554,지방+수분+붓기 빠지는구라 확확 줄어보일수 있음
555,수분빠진거임 단기간에 체지방이 그렇게 빠질리없음
556,뭘 4일가지구 그래. 계속 하도록.
557,식이랑 운동같이하면 첨에 훅훅 잘빠져요 잘하고계신거에요 근데 아침 점심 클린하게 밥드시고 저녁을 감자계란만 드시는건 어떠세용 ㅎㅎ
558,여자분이세요?
559,난 아무 것도 안해도 하루에 3kg 정도 왔다리갔다리함
560,66kg임
561,좀 더 해야겠구만
562,좀 더 뛰어야겠군
563,필-승
564,아 저녁을 간소하게 먹는게 더 낫나요
565,그쳐 !! 아침먹는거 습관들이시면 화장실도 잘가고 ㅋㅋㅋ 그게더좋아요!
566,물 많이 드시고 운동하고 그렇게 식이하실땐 비타민도 잘챙겨드세요 ㅎㅎ
567,감사합니다!
568,남잔데영
569,부럽닼ㅋ
570,난 건강 문제 있을까 걱정됌.. 너는 건전하게 살 빼는거라 좋을 듯
571,넹
572,얼마에용
573,남긱 안사는데도 가능한가요...?
574,어차피 취식실 안에 있어서 걍 들가면 돼여
575,감사합니다!
576,담원?
577,음 담원 한표
578,"코감이 잘해도 결국은 선수역량도 중요한데,,, 담원이 너무 괴물이야"
579,ㅁㄷㅊㅇ
580,Dam[]won
581,ㅇㅈ
582,ㄹㅇ 괴물 그자체
583,싸움유도 out!
584,ㅁㄷㅊㅇ를 ㅁㄷㅊㅇ라 말하지 못하는 세상.
585,응원을 못해줄망정 서로 까기 바쁜 이세상ㅋ
586,담원 t1둘다 화이팅 ^^
587,순화해서 말하겠음. 커즈 화이팅!!!
588,그리고 스포츠에 선수가 못하면 못한다 말도 못함? 세상에 어느 스포츠도 못하는 선수보고 못한다하지말란건 없음ㅋ 못하는것도 잘한다고 해야 착하고 좋은거임?
589,ㅁㄷㅊㅇ->'저번시즌에 못했다. 그러니 다음시즌에는 두팀다 번성했으면 좋겠다' 라는 좋은 표현은 어디가고 ...
590,니가 좋다고 말한게 나한테도 좋을까요?
591,난 잘하는 선수 잘한다하고 못하는 선수 못하는거라 하는게 좋다고 생각하는데요
592,그러면 애초에 이글의 핀트가 두팀다 잘됐으면 좋겠다인데 핀트 못잡고 이사람 못한다라고 하는게 말이된다고 생각하심?
593,그렇게 선수 까고싶으면 롤갤가서 까셈
594,ㅁㄷㅊㅇ
595,찐 ㅅㄱ
596,경기고속에 전화해보아요
597,저도 불규칙하게 아예 한달 건너뛴 적 있는데 글쓴이님처럼 스트레스가 엄청났었어요
598,저는 다이어트할때 생리3달동안안했어요 ㅋㅋ ㅠㅠ
599,산부인과 가서 검사 받아보는 게 제일 좋음 무조건
600,아...자궁경부암일 가능성도 있겠다...
601,ㅋㅋㅋㅋㅋㅋ공부개못하네
602,아직 1학년이구나...
603,자랑하고싶으면 대놓고해ㅋㅋㅋㅋ4.5엿구나 하면 되는걸 굳이 거기에 끼워넣네
604,공과대? 소융?
605,개설치네ㅎ
606,4.21이면 낮은건데
607,숨만 쉬고 공부하셨나요??
608,공대인데 4.21... 굇수시네
609,이래서 가정교육이 중요하지
610,"정확히 어떤 심리로 글을 작성한건지는 모르겠네요. 노력은 정말 인정하고 고생했다는건 알겠는데 댓글다신것들 보면 전혀 부럽지가 않네요. 뭐랄까, 그런것들이 인생의 전부인 것 마냥 생각하는 건 아니라고 저는 생각합니다."
611,찐
612,근데 댓글다는거보면 학점높아도 취업할때 사회성때문에 떨어질거같음... 남들 놀때 같이놀고 공부할때 더 열심히하지...
613,곧 삭제될 게시물입니다
614,이런 능지로 4넘길 수 있나 ㅋㅋㅋㅋㅋㅋㅋㅋ
615,자랑하려고 올렸는데 인간관계 들통나고 두드려맞는 불쌍한 우리 쓴이.... 전공 공부 그만하고 사람공부부터 해야할거같은 우리 쓴이...
616,"근데 3년다닐동안 4.3만점이었다는걸 모른거면 친구, 선배 ,후배가 단 한명도 없었다는걸 얘기해주는거니까... 인정합니다"
617,;;;
618,새내긴데 제발 같은과만 아니면 좋겠어요. 전화기라 하셔서 더 불안.. 빨리 졸업해주세요
619,친구 없는 애들은 이유가 있구나...
620,학점보고 너 뽑는 회사가 불쌍하다
621,ㄹㅇ 학점만보고 뽑으면 안되는이유인듯
622,찐o 전자과x
623,아니 다됐고 3학년인데 4.3인걸 어떻게 지금 알아?ㅋㅋㅋㅋㅋㅋ매번 그게 같이 뜨는데 너같이 성적에 집착하는 사람이 그걸 어케몰라..
624,그러게 ㅋㅋㅋㅋㅋ 이런 학점으로는 공기업 넣어야 할 듯
625,?
626,개잘하는거아닌가..
627,드립이잖아
628,익3 진지하게 받아들이네 ㅋㅋㅋ
629,미안 ㅠ
630,사과하지마
631,2학년인가
632,ㄴㄴ 3학년
633,친구가 없어서 이런 정보에 미흡하네
634,ㄹㅇ ㅋㅋ찐따같음
635,왤케 부들 대냐? 왠지 3년 수석이드라 ㅋㅋㅋ
636,인정 ㅠ
637,형님들 열등감에 찌들시간에 공부나 하세연
638,우왕 글쓴이 최고다! 학교를 뒤집어놓으셨네~!워후~!
639,부러우면 니가 해온 일들을 생각하세용~ 공부안하고 논건 너임ㅋ
640,자랑할거면 대놓고 하라는 사람한테 학점 낮다고 자신보다 낮게 깔고가는 오만한 쓰니 잘봣구여~공기업 면접 광탈기원^^
641,나도 학점은 높아~~쓴이야
642,넌 공기업이라도 넣어봐랑
643,부들 대는거 티나 친구야 힘내렴 걍 너 무시할게 답없는 애들 취급해봤자 힘들댜
644,ㅋㅋㅋㅋ 글쓴이 븅신이네 ㅋㅋㅋㅋ 찐냄새
645,공부하느라 수고했어요...근데 이제 전공말고 사람대하는법도 배우세요
646,야 나는 의대 4.0 인데 존나 같잖아서 그래 ㅋㅋ
647,전화기 3년임
648,평균이 4.21이라고? 잘했네
649,후... 그러게 윗 댓 애들이 4.21도 아닌가봄
650,남들 놀때 공부하고 남들 공부할 때 수업들음
651,그리고 주작을 하려면 제대로 해라 에이쁠이 4.3인데 4.5는 그럼 S쁠이라도 있는줄알았니
652,여친 마음 이미 떴네 걍 정리해
653,부모님이 이 글 보면 너무 안타까워하실듯.. 걍 딴 사람 만나..
654,하고싶은대로 다 하는게 결과를 떠나 후회없어 잘하고 있어 쓰니야
655,나랑 똑같네 얼마전에 내가 이제 연락하지말자 해놓고도 아직도 마음에 남아있으니 힘들다..
656,그냥 헤어져 힘든 건 잠시고 맘고생 안해도 돼서 후련해져
657,헤어지고 나선 꼭 너 좋아해주는 사람 만나라
658,이성적으론 너도 알고 있잖아 너 여친 이미 너한테 맘 없다는거 ㅇㅇ
659,사람으로썬 너무 좋은데 만났을때 재밌고 좋은데 연애를 하닌깐 가치관 때문에 부디쳐서 싸우는게 싫다고하네요 난 아직 많이 좋아하닌깐 설령 마음이 다시 떠났다고 하더라도 가치관을 새로 만들려고 노력해서 날 다시 좋아하게 사로 잡겠어.
660,근데 왜 연락을 하는걸까
661,너랑 헤어지기 싫어서가 아니라 누군가랑 헤어지면 남는 공허함때문에?
662,직접 걍 물어볼까
663,나 물어봤다가 너한테 마음 떴다는 소리 들었는데 직접 들으니까 내 자존감만 떨어지고 ㄹㅇ 배신감 오지고 그럼에도 아무것도 할 수 없는 내 자신때문에 미쳐돌아가실뻔했음
664,리스크 감수할 자신 있으면 직접 물어보고 아니면 그냥 너가 먼저 헤어지자하는게 나을듯
665,난 이미 많이 들었어 싸울때마다 여친이 막말이 심해서 근데 내가 항상 싸우기 싫어서 미안하다고 하는데 여친은 잘 안풀리네
666,시험 끝나고 말하는게 낫겠지 엄청 중요한 시험인데
667,오 ㅅㅂ 과거의 나 보는줄
668,진짜 자존심이란 자존심은 다 버렸다 얠 만나면서 헤어지면 잠시 힘들고 편할거같은데 아직 얘가 딴남자랑 있는걸 보기 힘들거같아서 자꾸 잡는중
669,음... 힘내ㅋㅋㅋㅋ 좀 안쓰럽다 야
670,고마오😊
671,고마오용
672,힘내자..
673,홧팅
674,교환학생이 인정학점이 그리 많지가 않아서 그럴거에요
675,ㅇㅇ 교환가면 전공학점 인정 잘안돼서 미리 땡기는거임. 나도 그랬음
676,앗 그렇군요 감사합니다
677,감사합니다🙂
678,ㅋㅋㅋ
679,응 전광훈
680,ㅋㅎㅋㅎ 니맘내맘
681,아니지 둘다 ㅈ같은거가 맞음
682,미안해 친구들 난 어디에도 치우치지않은사람이라고생각하는데..요새뉴스보다가구냥짱나서 분풀이해봄....
683,명박산성에서 물대포를 안맞아봤네
684,그땐 어려서 몰랐어 ㅋㅋ 지금은 좀 알겟고 난 현상황에대해서만 ㅈㄹ하는거임
685,버티컬마우스는 뭐야
686,로지텍 버티컬 ㄱ ㄱ
687,제닉스 가성비 좋아요
688,늙었네 깔깔깔
689,아재가 아니라 맛잘알이라고 하자ㅎㅎㅠ
690,간장도 없이 와사비만 먹는데 아재인가?
691,좀 더 지나면 참기름장까지 손대게 된다
692,나두...
693,"하핳ㅎ 벌써 반오십,,"
694,영업비밀을 그렇게...
695,호~~~~~
696,이온음료만 사다두고 탈수되지않게 마시세요 1일정도 하루종일먹지마세요 2일째에는 죽말고 먹지마세요
697,이온음요랑 비타민 잘챙겨드삼. 하루 굶고
698,장염 같은데 병원 가보세요
699,드러
700,내과 ㄱ
701,바나나도 도움되요
702,지사제
703,"음..보통 수업 못따라가겠다고 교수님께 그러면 '공부를 더 열심히 하렴' 같은 답 밖에 얻지 못합니다. 고등학교와 대학교의 선생으로서의 마인드가 다르다보니..그래서 친구나 선배에게 물어보거나, 구글이나 유튜브에 막히는 개념을 검색하면 설명이 잘 되어 있으니 이런 방법으로 찾는 걸 추천드립니다."
704,근데 학부 때 배우는 지식들은 전부 구글에 있다고 봐도 됩니다ㅎㅎ 대학생은 구글과 파파고와 친하게 지내야 돼요
705,배구보단 농구지
706,오 신영석 한전 감? 한국전력 올해 어떠려나...
707,신영석 트레이드는 진짜 신기함
708,충격적임...
709,깜짝놀랐어
710,미친
711,갠적으로 좋으면서도 아쉽네요.. 원래 김명관 키우려는게 목표 아니었나.. 이럴거면 왜 박철우 대체선수로 이호건을 안묶었는지 그건 옥에티네요..
712,코보가 크블보다 인기 많을걸 요새는
713,1라 전패했는데 세터 황동일이면 나름 괜찮고 박철우 신영석 외국인이 좀 수비때매 고생이지만 2라 기대해볼만 함. 게다가 좀 있으면 군대간 공격수 돌아옴
714,좀 충격적이긴 하다 다른 선수도 아니고 신영석인 거 보면 올해 포기한건가
715,현캐 올해 버리는 시즌하려나봄
716,현캐 팬 다 때려치겠다ㅋㅋ
717,최민호를 보냈어도 충격인데 신영석이라니
718,현캐 걍 리빌딩 가려는 건가? 아무리 그래도 너무 주축들을... 반대로 한전은 박철우 신영석 사오고ㅋㅋㅋㅋ 예상 외였어
719,예산은 어떻게 짜셨어요? 양식이나 프로그램같은 거요!
720,커피 어떻게 하면 잘탐?
721,총무는 얘들 휴가 관리함 막강파워
722,공군 헌병친구 휴대폰 13시~21시까지 쓰던데 공군 다 이래?
723,주식 뭐가 오를거 같냐
724,자격증 뭐 따셨어요?
725,회관 12급 따고 갈려고 했는데 ㄷㄷ
726,총무는 휴머하는 보직이지 일하는 보직이 아님
727,예산을 병사가짬? 어디부대임?
728,예산?? 그걸 병사가 짜? 나는 그냥 문서 기안하거나 휴가 결재하거나 스캔 같은 잡일 했는데...
729,"아 저 그냥 총무일 하는줄 알고,,, 잘 모르고 질문했네요"
730,물을 이건 아닌데 정도 느낌까지 적게 넣어야 진하다고 좋아하시던데 ㅋㅋㅋㅋ
731,맞어
732,응 군사경찰은 크루근무라 퇴근하면 받고 그러더라고
733,주식 모릅니다 ㅎㅅㅎ
734,2월입댄데 컴활딸까요 모스딸까요
735,저때는 (라떼는 아님;;) 회계관리만 따도 합격이었는데 요즘에는 모스 따야 안정권이라고 하더라구요..? 둘 다 따고 가는 사람도 많다고 들었고..
736,ㅎㄷㄷ;;
737,회관 얼마나 하면 딸수있나요?
738,회관2급은 이틀 공부하면 붙을걸요? 4지선다에다가 70점인가가 커트여서 기출 위주로 좀 돌려주면 붙어요 하루에 오래 공부하기 싫으면 1주 정도 천천히?
739,저도 정확히는 모르는데 공군 갤러리 들어가면 정보 좀 있을거에요 화띵
740,풉 ㅋㅋ
741,헌혈 조져야겠던데..나도 떨어짐
742,당연히 꿀빨러들이 열심히 지원중
743,2월달이라 그럼
744,17일 공군 만기전역^^
745,끌려가는 것도 맘대로 못 가네
746,ㅁㅊㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
747,그거슨 science
748,모든 무슬림은 테러리스트가 아니다. 하지만 모든 테러리스트는 무슬림이다. 착한 짱깨는 죽은 짱개다. 죽지 않은 짱개는 병신 짱개다
749,나쁘지 않을걸요
750,좋아요
751,운좋으면 공군사이트로도 빠짐
752,mw ㅂㄹ 산속에쳐박힘 정신병걸림
753,나는 무선전송!
754,위성 통신병 어떰?
755,저는 감시장비운용 붙었어요
756,오 나 그거였는뎅ㅋㅋ
757,tod 개꿀~
758,저도 그거 쓸까 하다가 이걸로 바꾸었어요 ㅠ
759,운좋으면통신소감
760,보통의 경우는 힘든 보직인가요??
761,운없으면 힘든 건가요..? ㅠㅠ
762,얼추 70퍼센트는 수도권 간다고 해서 지원했는데 아닌가요??
763,오오 비슷한 보직이네요 !! 축하드려요
764,이미 발표가 나버렸어요 ㅠ
765,먼데?
766,말해봥
767,안녕 나는 일단 노력파 인간이야 ....;-; 고등학교 다닐때부터 애들이 너 공부하는 거만 보면 서울대라고 그런 말을 많이 했어. 근데 난 머리도 나쁘고 운도 안좋아서 항상 결과가 안좋아. 언제든지 사람들이 과정이 더 중요하다곤 하지만 난 그렇게 생각 안하거든 .. 주변사람들이 보는 건 결과니까. 그런데 고등학교때부터 딱봐도 나보다 덜 노력하고 나보다 더 안하는 친구들이 더 좋은 대학가서 .. 더 좋은 대외활동 더 좋은거 하는거보면 너무 배아프고 힘들어ㅠ 칭찬을 못해주겠어 진심으로 기쁘지도 않고....ㅠㅠ
768,물론 나보다 더 노력했겠지 ..! 하면서 정신승리 하려하지만 .. 전혀 그래보이지 않거..든 ㅠㅠㅠㅠㅠ 내가 너무 이기적인걸까?
769,당연히 공부 나보다 안하는데 성적 잘나와서 좋은대학가면 얄밉고 배아프지 근데 그 감정에 너무 매몰되지마 걔는 걔고 너는 너고. 걔가 너보다 성적이 좋은이유는 걔가 쌓아놓은 무언가가 있기때문이지 아무이유없이 더 좋은 결과가 나오는게 아니야 그 당시 걔는 공부도 안하는거처럼 보여도 너가 안보이는 곳에서 그리고 그 이전에 공부하고 노력해둔게 있을거야. 아직 어린거같은데 너도 충분히 열심히 했고 그 노력하는 자세만 유지하면 언젠가 걔보다 더 좋은 기회 얻을수있어 열심히 살아 질투에 빠져서 본인 마음 망가뜨리지말고
770,윗댓봐줭
771,추추
772,열리는 과목도 17일부터만 볼 수 있나요?
773,감사합니당
774,예디대?..
775,오씨ㅜㅜ 내 얘긴가
776,ㅠㅠ알지 그 막막함... 거기서 더 스트레스받으면 전공이 나랑 안맞나 생각까지 들기도 함
777,ㅇㅇ
778,나도 예디대인데 교수님 입맛 맞추는 거 밖에 안되는 거 같아서 좀 그럼 갈아엎어야 할 때의 막막함 말로 설면 불가능
779,설명
780,ㅠㅠ
781,나도 몇 번 갈아엎다가 이젠 시간이 없어서 그냥 교수님 피드백 안 받고 일단 아무거나 만들려고
782,제정신이니
783,이야기해 뭘 안하고 있어
784,진짜 한심하다..
785,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ욕하기에도 한심..
786,레전드네 신용카드는 어케뚫은겨
787,병신 ㅋㅋㅋㅋ 이래서 온실에서 오냐오냐 자란 화초는 안댐
788,얼마를 썼길래 연체야
789,원래 또라이가 성공해
790,18!!!!!만원
791,개미로 돌아가자
792,왜 그랬냐?
793,욕 먹는다고 나아질 사람이면 진작에 나아졌지.
794,신카연체되면 신용등급 떨어지지않나ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
795,일단 막았다 다들 시간내서 충고해줘서 고마워ㅠㅠ 제대로 살아야지 이제는
796,쪽지주라
797,그게 어케 연체가 되냐
798,카드 계속 긁으면 자기 손목도 긁음
799,ㅠㅠ부모님은 나 돈 많은줄 아시거든....
800,그래서? 말 안할거야? ㅋㅋ 이번이 연체 첨이야?
801,연체는 처음이야ㅠ 말... 해야지 ㅠㅠ 하이고
802,빨리 말하고 부모님한테 한 소리 듣든가 해. 여기서 욕해달라 하지말고
803,응 ㅠㅠ 알겠어
804,쿠팡이라도 뛰어
805,그치... 진짜 그래야겠다 ㅠ 방금 깔았다
806,ㅠㅠㅠ응.... 정말 내 스스로가 한심하네 ㅠ
807,신불자 ㅎㅇ
808,신용카드는 2년전쯤 알바하면서 발급받아놓은거...
809,이번달은 200 ...
810,학교에서 시험봤는데 코로나 걸리면 책임은 누가함?
811,미안해.. 난 대면보고싶어.. 비대면 진짜 제출하는데 피말려ㅠㅠ
812,걸린 사람
813,너무 싫다 진짜
814,ㅠ
815,근데 목숨걸고 시험보고싶지는 않다 난 죽기 싫어
816,전자전이면 후방은 없음
817,경쟁률쎔
818,ㅆㅅㅌㅊ보직
819,자대는 전방일거임 나는 tod병이라서 gop기지에서 전자전이랑 같이 근무했는데 평시에는 하루 4시간 근무하고 나머지 다 놀더라
820,야 이거 맞냐?
821,100명 넘게 생기는데 대면ㅋㅋㅋ그래도 1학기 기말은 확진자 적었는데 이건 좀..
822,못할걸 ㅋ
823,휴가안나오는게좋다 말차때 걍몰아라
824,조금만 참고 말차 몰자 진짜 지금 나와봐야 눈치보느라 뭐 제대로 못하고 닫힌 곳도 많거
825,"그건 탈영해도 인정,,ㅠ"
826,그냥 조기전역하자
827,군대가 뭐 다 그렇지 욕심 너무 갖지마셈
828,ㅠ
829,정신나갈거같아
830,뭔데 궁금해
831,충격적이야?ㅋㅋㅋㅋㅋ
832,글 이렇게 적는애들 이해 ㄴ
833,빼어난 외모를 가진 난 아니지만 빼빼로 주며 너에게 말할게 로맨틱하진 못해도 나랑 사귀어줄래?
834,ㅇㅉㄹㄱ
835,개인적으로 라메이즈가 얜시부보다 맛잇던데
836,탕화쿵푸 미만잡
837,난 라메이즈
838,신장군
839,마라 알싸한 맛 좋아하면 라메이즈 사골국물 좋아하면 야미 땅콩소스 맛 좋아하면 얜시부 이렇게 취향갈리는듯
840,야미는 약간 국물이 달지않아? 나만 그랬나
841,단 건 모르겟고 좀 기름지다고 느낄 수는 잇을듯..! 단맛은 넣는 재료따라서도 달라질 수 잇겟당
842,라메이즈 맛 없던데
843,홀 열렸나요?
844,먹으러 가야징
845,알바 추천 메뉴는 뭔가요??
846,당연하죠!!!!
847,꼭 오세요😋😊😋😊
848,다 맛있어서 하나만 고르기가 어렵지만 굳이 고르라면 저는 마요에 숙주라면이요!! 아 황태숙주도 진짜 맛있어요ㅜ
849,마요에 숙주라면이 있어요...??? 무슨 마요에 무슨 숙주..?
850,"아 마요가 참치, 치킨, 스팸 세가지 있는데 마요덮밥이랑 숙주라면 같이 먹으면 맛있어요! 저는 개인적으로 참치마요랑 숙주라면 같이 먹는걸 좋아해요~~"
851,ㄴㄴㄴㄴㄴㄴ
852,오 브랜드 뭐샀아
853,인ㅅㅇ런ㅅ
854,더 풀어봐요! 그냥 눈에 익힌다 생각하고 빠르게 슥슥
855,더풀어용 문제랑 답 매칭시킨다는 생각으로 반복
856,시험끝나고 찾아보니까 2009 2010년도 기출도 나오던데 무조건 양치기ㄱㄱ
857,ㅠㅠ 해설을 한 문제 풀때마다 하나씩 읽고 이해하고 넘어가서 기출1개년 끝내는것도 시간이 오래 걸리더라구요ㅠㅠㅠ 감사합니다
858,처음부터 하나씩 읽고 이해하고 넘어갈 필요없어요 무조건 많이 눈에 익힌다 생각하고 여러번 보는 게 훨 중요..!
859,감사합니다 ㅜㅜㅜㅜ!
860,2과목 수식 같은거는.. 함수식이 복잡하거나 정 이해안가면 깔끔히 날려도 되겠죠?ㅜㅜ
861,넹 날려도 ㄱㅊ 그냥 딱 5개년치 1회독 하고갔어요 저도
862,삭제된 댓글입니다.
863,"어,,, 좀 불가능 아닌가 싶어"
864,헐 걍 궁금해서 에타 검색해봤는데 나같은사람 꽤많아 20살 넘어도 크는 사람덜...
865,근데 아침에는 원래 키커
866,아침186 밤184
867,원래 누웠다가 일어나면 키큼
868,나 군대가서 3센치큼
869,ㅋㅋ쪼꼬미누
870,척추 휘었다가 펴지고 있는 거 아니야? 물론 내 얘기
871,"아침 밤으로 나누는 이유는 보통 척주 사이 디스크 액이 낮에 돌아다닐때는 몸무게, 중력 땜에 눌려 있다가 밤에 자면서 다시 흡수되기 때문입니다."
872,가능..나 대학생 때 2cm 컸어
873,161 귀여워😍😍
874,불가능한..? 남자는 군대가서도 큰다길래
875,남자는 군대가서도 큰다는 얘기는 자세 교정되서 그런거라 실제로 성장해서 그런 경우는 극소수
876,오키오키 일단 오늘 저녁부터 시작한다
877,걍 아침이라 크게 나온 건가 작년엔 빼박 1센치 컸어서
878,근데나9시에일어낫어 그래두 아침인가
879,키크고 싶은거야?? 몇cm인데ㅋㅋㅋㅋ
880,161이엇는데 161.5됨 ㅎㅎㅎ
881,163까지만커도진짜좋겟다...
882,아침에 크다는 이야기가 밤새 누워있어서 그런거지 실제 시간하곤 상관없어 저녁 7시에 일어 났으면 그때 키가 눕기전보다 크지
883,딱 좋은 키구만ㅋㅋㅋㅋ 오늘부터 우유 많이 먹구 자야겠네!!!!
884,익9그니가 일어난지 2시간이나됏는데 밤에 누워잇던 게 아직 영향을 미치나? 싶엇던겨
885,아 유당불내증 있으니까 칼슘제 챙겨먹는다 ㄱㅅㄱㅅ
886,막 일어 났을때보단 아니겠지만 보통 활동을 서너시간 하면 낮키에서 밤까지 줄어든다고 본거 같아
887,나 수업 하나 듣구 쟀는데 그래도
888,너개쩐다 기운 좀 나눠줘
889,딱기다려 열심히 큰다
890,ㅋㅋ기여워
891,헐 그런거면 더 좋다
892,오... 멋져요 이게 이과 vive인가
893,"희망, 품는다 고마웡🔥"
894,들어왔습니다 감사합니다!
895,들어왔습니다 감사합니다!
896,장애인 주차구역 10분간 잠시 주차했다 10만원...
897,9095인가 까먹음
898,9732
899,아니라네요 ㅠㅠ
900,감사합니당
901,ㅋ 몇기임 이제 합격하면 상상이 안되네
902,2월?
903,800대 기수 ㅗㅜㅑ
904,(대충 이미 전역했다는 글)
905,ㅋㅋㅋ꿀 부대 잘 알아두고 가세요 770기는 지나갑니다..
906,공군오지마..
907,822기는 1월입네다..
908,1차합만 나온거 아님?
909,오우 너무길어~
910,조심히 다녀오세요~
911,822기인것 같습니다ㅎㅎ 충성충성
912,필 승~ 이에요~ 굉장하군요 822기 건강하게 다녀오세여~
913,넵 감사합니다 ㅎㅎ
914,야너두?
915,할아부지..
916,곤운은 필승필승
917,필승필승^^7
918,(대충 부럽다는 글)
919,넵 그럴게용 감사합니다^^7
920,후욱후욱..공군쨔응..
921,진짜오지마 ㅆ비추ㅅㅂ
